,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,province,region
1948,1490,HOUSE,HOUSE,100000,4,177,0,0,0,1,None,1,None,499.0,4,0,TO_RENOVATE,Brabant_Wallon,Region Wallonne
1949,1200,APARTMENT,APARTMENT,298000,2,83,1,0,0,1,11.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
1952,1340,HOUSE,VILLA,350000,3,133,1,0,0,1,None,1,None,772.0,4,0,TO_RENOVATE,Brabant_Wallon,Region Wallonne
1954,1050,APARTMENT,APARTMENT,275000,1,70,0,0,0,1,3.0,0,None,0.0,3,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
1955,4540,APARTMENT,APARTMENT,178500,2,85,1,0,0,1,6.0,0,None,0.0,0,0,any_information,Liege,Region Wallonne
1956,2660,APARTMENT,LOFT,298500,2,126,0,0,0,1,10.0,0,None,0.0,3,0,any_information,Anvers,Region Flamande
1957,1200,APARTMENT,APARTMENT,245000,1,70,1,0,0,1,28.0,0,None,0.0,0,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
1958,8790,APARTMENT,APARTMENT,248000,2,94,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
1960,4500,HOUSE,MIXED_USE_BUILDING,225000,2,214,1,0,0,1,40.0,0,None,95.0,2,0,GOOD,Liege,Region Wallonne
1961,8870,APARTMENT,APARTMENT,264500,3,122,0,0,0,1,13.0,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
1965,8810,HOUSE,HOUSE,324000,3,152,1,0,0,0,None,0,None,351.0,4,0,AS_NEW,Flandre-Occidentale,Region Flamande
1967,1300,HOUSE,VILLA,475000,4,160,0,0,0,1,None,0,None,731.0,4,0,GOOD,,Region Wallonne
1968,9120,APARTMENT,APARTMENT,322500,2,106,1,0,0,1,32.0,0,None,0.0,4,0,any_information,Flandre-Orientale,Region Flamande
1969,8300,APARTMENT,APARTMENT,695000,2,105,0,0,0,0,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
1971,4400,HOUSE,HOUSE,419000,5,274,1,0,1,1,None,1,None,3943.0,4,0,GOOD,Liege,Region Wallonne
1972,1050,HOUSE,HOUSE,995000,3,285,1,0,0,1,None,1,None,0.0,4,0,any_information,Bruxelles,Bruxelles-capitale
1973,4030,APARTMENT,GROUND_FLOOR,80000,1,52,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Liege,Region Wallonne
1974,3012,HOUSE,VILLA,559000,4,189,1,0,0,0,None,1,None,352.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
1975,1640,HOUSE,HOUSE,1990000,3,465,1,0,1,1,None,1,None,3500.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
1976,1370,HOUSE,EXCEPTIONAL_PROPERTY,750000,5,442,1,0,0,1,None,0,None,769.0,3,0,AS_NEW,Brabant_Wallon,Region Wallonne
1977,9991,APARTMENT,APARTMENT,189001,1,68,1,0,0,0,None,1,30.0,0.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
1978,9050,APARTMENT,DUPLEX,240000,2,74,1,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Orientale,Region Flamande
1979,7860,HOUSE,HOUSE,590000,5,555,1,0,1,0,None,0,None,10516.0,3,0,JUST_RENOVATED,Hainaut,Region Wallonne
1980,9040,HOUSE,MANSION,465000,4,309,1,0,0,1,16.0,0,None,104.0,3,0,GOOD,Flandre-Orientale,Region Flamande
1981,4672,APARTMENT,DUPLEX,228000,3,117,1,0,0,0,None,0,None,0.0,2,0,GOOD,Liege,Region Wallonne
1982,9111,HOUSE,HOUSE,339000,4,173,1,0,0,1,None,0,None,489.0,2,0,GOOD,Flandre-Orientale,Region Flamande
1983,8430,APARTMENT,APARTMENT,397500,3,153,1,0,0,1,5.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
1984,1540,HOUSE,HOUSE,315000,3,129,0,0,0,0,None,0,None,162.0,3,0,any_information,Brabant_Flamand,Region Flamande
1985,1060,APARTMENT,APARTMENT,298000,1,92,1,0,0,1,9.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
1986,3000,HOUSE,MANSION,795000,4,205,1,0,0,1,18.0,1,61.0,147.0,2,0,JUST_RENOVATED,,Region Wallonne
1987,9400,APARTMENT,APARTMENT,210000,2,103,1,0,0,0,None,0,None,0.0,0,0,any_information,Flandre-Orientale,Region Flamande
1989,2890,HOUSE,HOUSE,205000,3,166,0,0,0,0,None,1,82.0,155.0,2,0,GOOD,Anvers,Region Flamande
1990,2660,APARTMENT,APARTMENT,295000,2,92,1,0,0,1,50.0,0,None,0.0,0,0,AS_NEW,Anvers,Region Flamande
1991,1050,APARTMENT,APARTMENT,415000,2,107,1,0,0,1,3.0,0,None,0.0,3,0,any_information,Bruxelles,Bruxelles-capitale
1992,8370,APARTMENT,APARTMENT,160000,2,78,1,0,0,0,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
1993,2060,APARTMENT,APARTMENT,215000,2,100,1,0,0,0,None,1,1.0,0.0,0,0,any_information,Anvers,Region Flamande
1994,9052,HOUSE,HOUSE,343500,3,146,1,0,0,1,15.0,1,None,161.0,0,0,any_information,Flandre-Orientale,Region Flamande
1995,1180,HOUSE,VILLA,2600000,6,430,1,0,0,1,None,0,None,1425.0,4,0,GOOD,Bruxelles,Bruxelles-capitale
1996,1170,HOUSE,HOUSE,345000,3,95,0,0,0,1,9.0,0,None,0.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
1997,1950,HOUSE,APARTMENT_BLOCK,725000,7,230,1,0,0,1,21.0,1,None,364.0,2,0,JUST_RENOVATED,Brabant_Flamand,Region Flamande
1998,9310,HOUSE,HOUSE,479000,4,250,1,0,0,1,None,0,None,1896.0,3,0,GOOD,Flandre-Orientale,Region Flamande
1999,2000,APARTMENT,FLAT_STUDIO,235000,1,50,1,0,0,1,3.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
2001,4500,HOUSE,HOUSE,175000,4,150,0,0,0,1,10.0,1,400.0,540.0,2,0,TO_RENOVATE,Liege,Region Wallonne
2002,3500,HOUSE,HOUSE,285000,4,165,1,0,0,0,None,1,None,170.0,0,0,TO_RENOVATE,,Region Wallonne
2003,8370,HOUSE,HOUSE,309000,5,159,1,0,0,1,17.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2004,1150,HOUSE,HOUSE,990000,6,485,1,0,0,1,16.0,0,None,251.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2006,1060,APARTMENT,APARTMENT,379000,2,117,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,Bruxelles,Bruxelles-capitale
2007,8300,APARTMENT,APARTMENT,1100000,2,75,1,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
2008,1150,APARTMENT,APARTMENT,499000,2,115,1,0,0,1,9.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2009,8500,APARTMENT,APARTMENT,329860,2,91,1,0,0,1,8.0,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
2010,1850,HOUSE,HOUSE,475000,5,213,1,0,0,1,None,1,None,518.0,3,0,GOOD,Brabant_Flamand,Region Flamande
2011,1650,APARTMENT,APARTMENT,200000,1,55,1,0,0,1,68.0,0,None,0.0,2,0,GOOD,Brabant_Flamand,Region Flamande
2012,7387,HOUSE,HOUSE,220000,3,150,1,0,0,1,None,0,None,1772.0,4,0,AS_NEW,Hainaut,Region Wallonne
2013,8300,HOUSE,VILLA,2999000,5,317,0,0,0,1,None,1,None,317.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2014,1050,APARTMENT,PENTHOUSE,650000,2,172,0,0,1,1,6.0,0,None,0.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
2015,8300,APARTMENT,APARTMENT,595000,2,81,0,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2016,1040,HOUSE,APARTMENT_BLOCK,1990000,5,420,0,0,0,1,16.0,0,None,0.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
2017,1083,APARTMENT,APARTMENT,235000,3,100,1,0,0,1,11.0,0,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
2018,4500,APARTMENT,APARTMENT,225000,3,158,0,0,0,1,16.0,0,None,0.0,2,0,any_information,Liege,Region Wallonne
2019,2845,APARTMENT,APARTMENT,219000,2,70,1,0,0,0,None,0,None,0.0,0,0,any_information,Anvers,Region Flamande
2020,2000,APARTMENT,APARTMENT,798000,2,150,0,0,0,1,None,1,36.0,0.0,2,0,AS_NEW,,Region Wallonne
2021,8570,APARTMENT,APARTMENT,258000,2,104,1,0,0,1,9.0,0,None,0.0,4,0,any_information,Flandre-Occidentale,Region Flamande
2022,1090,APARTMENT,DUPLEX,169000,1,70,1,0,0,0,None,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
2023,1701,HOUSE,HOUSE,358000,2,117,1,0,0,0,None,1,398.0,463.0,3,0,TO_RENOVATE,Brabant_Flamand,Region Flamande
2024,1410,APARTMENT,GROUND_FLOOR,350000,2,98,1,0,0,1,16.0,1,133.0,0.0,4,0,AS_NEW,Brabant_Wallon,Region Wallonne
2025,1700,HOUSE,HOUSE,391000,3,167,1,0,0,0,None,0,None,258.0,3,0,AS_NEW,Brabant_Flamand,Region Flamande
2026,6600,APARTMENT,APARTMENT,279000,3,114,1,0,0,1,None,0,None,0.0,4,0,AS_NEW,,Region Wallonne
2027,9000,HOUSE,HOUSE,299000,3,118,1,0,0,1,13.0,1,65.0,135.0,2,0,GOOD,,Region Wallonne
2028,1000,HOUSE,HOUSE,695000,8,210,1,0,0,1,8.0,0,None,0.0,0,0,GOOD,,Region Wallonne
2029,9320,HOUSE,HOUSE,280000,2,140,1,0,0,0,None,1,272.0,311.0,0,0,any_information,Flandre-Orientale,Region Flamande
2030,9000,HOUSE,MANSION,824000,4,310,1,0,1,1,35.0,1,80.0,185.0,2,0,AS_NEW,,Region Wallonne
2031,4000,APARTMENT,LOFT,550000,0,407,0,0,0,0,None,0,None,0.0,2,0,TO_RENOVATE,,Region Wallonne
2032,1420,HOUSE,HOUSE,190000,2,98,0,0,0,1,12.0,0,None,0.0,2,0,any_information,Brabant_Wallon,Region Wallonne
2033,1050,APARTMENT,FLAT_STUDIO,175000,0,29,1,1,0,0,None,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2035,2500,APARTMENT,APARTMENT,349000,3,125,1,0,0,0,None,1,28.0,0.0,0,0,JUST_RENOVATED,Anvers,Region Flamande
2037,7041,HOUSE,HOUSE,90000,1,106,1,0,0,1,None,0,None,756.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
2039,1040,HOUSE,HOUSE,700000,5,240,1,0,0,1,14.0,0,None,240.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
2040,8430,APARTMENT,APARTMENT,329000,2,62,1,0,0,0,None,0,None,0.0,3,0,GOOD,Flandre-Occidentale,Region Flamande
2041,1000,APARTMENT,APARTMENT,295000,2,90,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,,Region Wallonne
2042,2830,HOUSE,HOUSE,274000,3,120,1,0,0,1,81.0,1,230.0,417.0,2,0,GOOD,Anvers,Region Flamande
2043,1731,APARTMENT,DUPLEX,275000,3,100,1,0,0,1,1.0,0,None,0.0,0,0,AS_NEW,Brabant_Flamand,Region Flamande
2044,1140,APARTMENT,DUPLEX,365000,2,85,1,0,0,1,25.0,0,None,0.0,3,0,any_information,Bruxelles,Bruxelles-capitale
2045,6240,HOUSE,HOUSE,100000,1,84,1,0,0,0,None,0,None,137.0,2,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
2046,2630,APARTMENT,APARTMENT,365000,3,156,1,0,1,1,40.0,0,None,0.0,0,0,any_information,Anvers,Region Flamande
2047,1000,HOUSE,MIXED_USE_BUILDING,1275000,7,480,1,0,0,0,None,0,None,136.0,2,0,GOOD,,Region Wallonne
2049,1500,HOUSE,EXCEPTIONAL_PROPERTY,750000,4,210,1,0,0,1,240.0,1,662.0,1384.0,4,0,AS_NEW,,Region Wallonne
2050,1401,HOUSE,HOUSE,350000,2,119,1,0,0,1,25.0,0,None,456.0,3,0,AS_NEW,Brabant_Wallon,Region Wallonne
2051,1140,APARTMENT,APARTMENT,299000,2,85,1,0,0,1,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
2052,7500,APARTMENT,APARTMENT,680000,3,249,0,0,0,1,16.0,1,None,0.0,2,0,AS_NEW,Hainaut,Region Wallonne
2053,1090,APARTMENT,APARTMENT,180000,2,70,1,0,0,1,2.0,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
2054,8810,HOUSE,HOUSE,361000,4,177,1,0,0,0,None,1,None,361.0,3,0,AS_NEW,Flandre-Occidentale,Region Flamande
2055,1000,APARTMENT,APARTMENT,475000,2,92,1,0,0,1,8.0,0,None,0.0,0,0,GOOD,,Region Wallonne
2056,9600,HOUSE,HOUSE,199900,3,162,1,0,0,1,20.0,0,None,94.0,2,0,JUST_RENOVATED,Flandre-Orientale,Region Flamande
2057,1210,APARTMENT,APARTMENT,245000,2,70,1,0,1,1,None,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
2058,1000,APARTMENT,GROUND_FLOOR,355000,1,70,1,0,0,1,22.0,0,None,0.0,2,0,AS_NEW,,Region Wallonne
2059,4550,HOUSE,HOUSE,399000,3,210,0,0,0,1,30.0,0,None,750.0,3,0,any_information,Liege,Region Wallonne
2060,8790,APARTMENT,APARTMENT,248000,2,100,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2061,8620,HOUSE,VILLA,690000,3,152,1,0,0,0,None,1,None,966.0,4,0,TO_BE_DONE_UP,Flandre-Occidentale,Region Flamande
2062,2018,APARTMENT,PENTHOUSE,700000,4,175,1,0,0,1,57.0,0,None,0.0,0,0,AS_NEW,Anvers,Region Flamande
2063,8300,APARTMENT,APARTMENT,1975000,3,117,1,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
2064,8310,HOUSE,HOUSE,488000,4,218,1,0,0,0,None,1,None,351.0,0,0,any_information,Flandre-Occidentale,Region Flamande
2067,8300,APARTMENT,APARTMENT,589000,2,97,0,0,0,1,11.0,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
2068,3061,HOUSE,VILLA,618600,4,212,1,0,0,0,None,1,None,436.0,4,0,AS_NEW,Brabant_Flamand,Region Flamande
2069,8300,APARTMENT,APARTMENT,895000,2,90,0,0,0,1,None,0,None,0.0,2,0,AS_NEW,Flandre-Occidentale,Region Flamande
2071,4880,HOUSE,EXCEPTIONAL_PROPERTY,795000,5,300,0,0,0,1,None,0,None,2982.0,4,0,AS_NEW,Liege,Region Wallonne
2072,8370,APARTMENT,APARTMENT,165000,1,62,1,0,0,1,None,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2074,2890,HOUSE,MANSION,395000,4,350,0,0,0,1,None,1,None,919.0,0,0,TO_RENOVATE,Anvers,Region Flamande
2075,8434,APARTMENT,FLAT_STUDIO,89000,0,18,0,1,0,1,9.0,0,None,0.0,2,1,any_information,Flandre-Occidentale,Region Flamande
2076,5060,APARTMENT,FLAT_STUDIO,75000,1,50,1,1,0,0,None,0,None,0.0,2,0,AS_NEW,Namur,Region Wallonne
2077,9600,HOUSE,HOUSE,225000,4,180,1,0,0,0,None,1,None,0.0,2,0,AS_NEW,Flandre-Orientale,Region Flamande
2078,9000,APARTMENT,APARTMENT,275000,1,76,1,0,0,1,25.0,0,None,0.0,0,0,any_information,,Region Wallonne
2079,1341,HOUSE,VILLA,425000,3,165,1,0,0,1,114.0,0,None,686.0,4,0,AS_NEW,Brabant_Wallon,Region Wallonne
2080,8400,APARTMENT,APARTMENT,215000,2,66,1,0,0,0,None,0,None,0.0,0,0,any_information,Flandre-Occidentale,Region Flamande
2081,1180,HOUSE,MANSION,2290000,7,540,1,0,0,1,None,1,110.0,236.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
2082,1420,HOUSE,HOUSE,340000,3,160,1,0,0,1,26.0,0,None,90.0,2,0,AS_NEW,Brabant_Wallon,Region Wallonne
2083,1500,APARTMENT,APARTMENT,235000,1,83,0,0,0,0,None,0,None,0.0,0,0,any_information,,Region Wallonne
2084,9000,HOUSE,APARTMENT_BLOCK,4650000,0,854,0,0,0,0,None,0,None,291.0,0,0,AS_NEW,,Region Wallonne
2085,7330,APARTMENT,APARTMENT,190000,2,100,1,0,0,1,5.0,1,100.0,0.0,0,0,GOOD,Hainaut,Region Wallonne
2086,4577,APARTMENT,PENTHOUSE,298000,4,320,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,Liege,Region Wallonne
2087,9255,APARTMENT,APARTMENT,424000,3,122,0,0,0,1,None,1,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
2088,2845,HOUSE,MIXED_USE_BUILDING,470000,0,166,1,0,0,1,22.0,1,82.0,180.0,3,0,any_information,Anvers,Region Flamande
2089,6800,HOUSE,APARTMENT_BLOCK,315000,4,165,1,0,0,0,None,0,None,75.0,2,0,GOOD,Luxembourg,Region Wallonne
2090,2870,HOUSE,VILLA,1145000,7,670,0,0,1,1,None,0,None,17441.0,3,1,GOOD,Anvers,Region Flamande
2091,1000,HOUSE,APARTMENT_BLOCK,800000,4,250,0,1,0,0,None,0,None,0.0,2,0,GOOD,,Region Wallonne
2092,2800,APARTMENT,APARTMENT,450000,2,157,1,0,0,0,None,0,None,0.0,2,0,AS_NEW,Anvers,Region Flamande
2093,6780,HOUSE,HOUSE,595000,3,190,1,0,0,1,20.0,1,800.0,921.0,4,0,JUST_RENOVATED,Luxembourg,Region Wallonne
2094,7500,HOUSE,EXCEPTIONAL_PROPERTY,1750000,6,640,1,0,0,0,None,0,None,110000.0,4,0,JUST_RENOVATED,Hainaut,Region Wallonne
2096,1080,APARTMENT,LOFT,310000,2,100,1,0,0,1,13.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
2097,2500,HOUSE,HOUSE,510000,4,180,1,0,0,1,None,0,None,0.0,0,0,any_information,Anvers,Region Flamande
2098,9255,HOUSE,HOUSE,349600,3,140,1,0,0,0,None,0,None,500.0,3,0,AS_NEW,Flandre-Orientale,Region Flamande
2099,3000,HOUSE,VILLA,1150000,4,320,1,0,0,1,None,1,2000.0,2000.0,4,1,AS_NEW,,Region Wallonne
2100,9800,HOUSE,HOUSE,224000,3,159,1,0,0,0,None,1,None,0.0,0,0,AS_NEW,Flandre-Orientale,Region Flamande
2101,8434,APARTMENT,DUPLEX,169000,1,61,1,0,0,1,7.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2103,2000,APARTMENT,DUPLEX,750000,2,282,1,0,0,1,None,0,None,0.0,0,0,GOOD,,Region Wallonne
2105,2820,HOUSE,HOUSE,480000,3,185,1,0,0,0,None,1,160.0,339.0,0,0,any_information,Anvers,Region Flamande
2106,8370,APARTMENT,DUPLEX,299000,3,110,0,0,0,1,None,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
2107,1050,APARTMENT,APARTMENT,515000,2,110,1,0,1,1,30.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2108,6927,HOUSE,HOUSE,208000,5,200,1,0,0,1,None,0,None,568.0,2,0,GOOD,Luxembourg,Region Wallonne
2109,1640,HOUSE,VILLA,2750000,5,715,1,0,1,0,None,0,None,6500.0,4,1,AS_NEW,Brabant_Flamand,Region Flamande
2110,2900,HOUSE,HOUSE,2250000,4,550,1,0,0,1,None,1,5000.0,5000.0,4,0,GOOD,Anvers,Region Flamande
2111,1180,APARTMENT,GROUND_FLOOR,659000,2,145,1,0,0,1,None,1,170.0,0.0,4,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
2112,4500,APARTMENT,APARTMENT,225000,3,165,0,0,0,1,16.0,0,None,0.0,2,0,any_information,Liege,Region Wallonne
2113,4400,HOUSE,HOUSE,179000,2,246,1,0,0,0,None,0,None,0.0,2,0,GOOD,Liege,Region Wallonne
2114,3500,APARTMENT,APARTMENT,239000,2,92,1,0,0,1,15.0,0,None,0.0,0,0,TO_BE_DONE_UP,,Region Wallonne
2115,1030,APARTMENT,APARTMENT,259000,2,95,1,0,1,0,None,0,None,0.0,2,0,any_information,Bruxelles,Bruxelles-capitale
2116,7911,HOUSE,HOUSE,280000,4,250,1,0,1,1,None,0,None,1246.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
2117,6700,HOUSE,HOUSE,360000,4,142,1,0,0,0,None,0,None,90.0,0,0,GOOD,Luxembourg,Region Wallonne
2118,2000,HOUSE,HOUSE,419000,3,135,1,0,0,0,None,0,None,0.0,0,0,AS_NEW,,Region Wallonne
2121,1060,APARTMENT,PENTHOUSE,799000,3,237,1,0,0,1,None,1,None,0.0,0,0,AS_NEW,Bruxelles,Bruxelles-capitale
2122,9000,HOUSE,HOUSE,1125000,2,330,1,0,0,1,None,0,None,330.0,0,0,AS_NEW,,Region Wallonne
2123,7700,APARTMENT,APARTMENT,128000,2,83,1,0,0,0,None,0,None,0.0,3,0,JUST_RENOVATED,Hainaut,Region Wallonne
2124,7080,HOUSE,HOUSE,90000,2,131,0,0,0,0,None,0,None,110.0,2,0,TO_RENOVATE,Hainaut,Region Wallonne
2125,8560,HOUSE,HOUSE,319000,3,336,0,0,0,0,None,1,65.0,388.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
2126,1083,APARTMENT,DUPLEX,379000,5,181,1,0,0,1,34.0,0,None,0.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
2127,1421,APARTMENT,DUPLEX,295000,2,129,1,0,0,1,None,0,None,0.0,0,0,GOOD,Brabant_Wallon,Region Wallonne
2128,2580,APARTMENT,APARTMENT,220000,3,120,1,0,0,0,None,0,None,0.0,3,0,GOOD,Anvers,Region Flamande
2129,9000,HOUSE,HOUSE,345000,3,120,0,0,0,1,10.0,0,None,68.0,2,0,any_information,,Region Wallonne
2130,8900,APARTMENT,APARTMENT,280000,3,120,1,0,0,1,None,0,None,0.0,0,0,GOOD,Flandre-Occidentale,Region Flamande
2131,5000,HOUSE,HOUSE,480000,5,230,1,0,0,1,25.0,1,100.0,219.0,2,0,AS_NEW,,Region Wallonne
2132,1180,APARTMENT,APARTMENT,360500,3,111,1,0,0,1,7.0,0,None,0.0,4,0,any_information,Bruxelles,Bruxelles-capitale
2133,7012,HOUSE,HOUSE,117000,3,102,1,0,0,1,12.0,0,None,0.0,2,0,GOOD,Hainaut,Region Wallonne
2134,4540,HOUSE,HOUSE,320000,4,196,1,0,0,1,13.0,1,205.0,307.0,3,0,AS_NEW,Liege,Region Wallonne
2135,7800,HOUSE,APARTMENT_BLOCK,275000,5,222,0,0,0,0,None,0,None,1461.0,3,0,TO_BE_DONE_UP,Hainaut,Region Wallonne
2136,8300,APARTMENT,APARTMENT,565000,2,57,1,0,0,1,6.0,0,None,0.0,0,0,JUST_RENOVATED,Flandre-Occidentale,Region Flamande
2137,8480,HOUSE,HOUSE,799000,3,301,1,0,1,0,None,0,None,12284.0,4,1,GOOD,Flandre-Occidentale,Region Flamande
2138,1080,APARTMENT,LOFT,399000,3,140,1,0,0,1,12.0,1,450.0,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2139,1070,APARTMENT,APARTMENT,175000,1,59,0,0,0,1,6.0,0,None,0.0,0,0,any_information,Bruxelles,Bruxelles-capitale
2140,1180,APARTMENT,APARTMENT,279900,2,92,1,0,0,1,8.0,0,None,0.0,2,0,AS_NEW,Bruxelles,Bruxelles-capitale
2141,2050,APARTMENT,GROUND_FLOOR,349900,2,85,0,0,0,0,None,1,60.0,0.0,0,0,JUST_RENOVATED,Anvers,Region Flamande
2143,9000,APARTMENT,APARTMENT,549500,3,112,0,0,0,1,13.0,0,None,0.0,0,0,AS_NEW,,Region Wallonne
2144,7090,APARTMENT,APARTMENT,180000,2,91,1,0,0,1,10.0,0,None,0.0,4,0,AS_NEW,Hainaut,Region Wallonne
2145,1060,HOUSE,MANSION,740000,4,247,1,0,0,1,13.0,0,None,0.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
2146,5190,HOUSE,MIXED_USE_BUILDING,825000,8,415,1,0,0,1,None,0,None,963.0,4,0,GOOD,Namur,Region Wallonne
2147,1083,APARTMENT,APARTMENT,220000,2,80,1,0,0,1,2.0,0,None,0.0,0,0,GOOD,Bruxelles,Bruxelles-capitale
2149,1050,HOUSE,HOUSE,1289000,6,400,1,0,0,1,None,1,200.0,375.0,2,0,TO_BE_DONE_UP,Bruxelles,Bruxelles-capitale
2150,8400,HOUSE,VILLA,695000,4,358,1,1,0,0,None,1,None,1284.0,0,0,TO_RENOVATE,Flandre-Occidentale,Region Flamande
2151,3000,APARTMENT,FLAT_STUDIO,239000,1,35,0,0,0,1,15.0,0,None,0.0,3,0,JUST_RENOVATED,,Region Wallonne
2153,2845,HOUSE,HOUSE,403500,3,157,1,0,0,0,None,0,None,411.0,4,0,AS_NEW,Anvers,Region Flamande
2156,4540,APARTMENT,APARTMENT,195000,2,80,1,0,0,1,None,0,None,0.0,3,0,AS_NEW,Liege,Region Wallonne
2157,1060,HOUSE,MIXED_USE_BUILDING,695000,4,240,1,0,0,0,None,0,None,75.0,2,0,GOOD,Bruxelles,Bruxelles-capitale
2158,3000,APARTMENT,FLAT_STUDIO,249000,0,26,0,1,0,0,None,1,None,0.0,0,0,JUST_RENOVATED,,Region Wallonne
2159,8670,APARTMENT,APARTMENT,775000,2,115,1,0,0,1,76.0,0,None,0.0,0,0,AS_NEW,Flandre-Occidentale,Region Flamande
2161,1050,APARTMENT,APARTMENT,850000,3,180,1,0,1,1,7.0,1,None,0.0,2,0,JUST_RENOVATED,Bruxelles,Bruxelles-capitale
2162,8370,APARTMENT,APARTMENT,299000,2,81,1,0,0,1,7.0,0,None,0.0,2,0,GOOD,Flandre-Occidentale,Region Flamande
2163,2180,APARTMENT,APARTMENT,245000,2,90,1,0,0,1,12.0,0,None,0.0,2,0,GOOD,Anvers,Region Flamande
2165,3150,HOUSE,HOUSE,490000,4,190,0,0,0,0,None,0,None,427.0,0,0,any_information,Brabant_Flamand,Region Flamande
2166,7033,HOUSE,HOUSE,160000,4,165,0,0,0,1,None,0,None,262.0,2,0,AS_NEW,Hainaut,Region Wallonne
2167,4920,HOUSE,MIXED_USE_BUILDING,209000,5,208,1,0,0,1,117.0,0,None,209.0,3,0,TO_RENOVATE,Liege,Region Wallonne
2168,9230,HOUSE,HOUSE,170000,3,143,1,0,0,0,None,0,None,259.0,2,0,GOOD,Flandre-Orientale,Region Flamande
2170,8650,HOUSE,HOUSE,173740,3,145,0,0,0,0,None,0,None,162.0,2,0,any_information,Flandre-Occidentale,Region Flamande
2171,1000,APARTMENT,APARTMENT,299000,2,90,1,0,0,0,None,0,None,0.0,0,0,GOOD,,Region Wallonne
2172,6141,HOUSE,HOUSE,229000,3,159,1,0,0,1,None,0,None,570.0,3,0,AS_NEW,Hainaut,Region Wallonne
2173,8400,APARTMENT,APARTMENT,385000,3,124,1,0,0,1,14.0,0,None,0.0,2,0,any_information,Flandre-Occidentale,Region Flamande
