,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
7004,6140,1,APARTMENT,194000,2,97,1,0,0,1,None,0,None,0,0,0,GOOD
7005,9700,0,HOUSE,224500,3,94,1,0,0,0,None,1,None,80,2,0,AS_NEW
7006,8200,0,VILLA,498000,2,150,0,0,0,0,None,0,None,693,3,0,GOOD
7007,2580,1,GROUND_FLOOR,400000,3,125,1,0,0,1,None,1,None,0,0,0,unknown
7008,8434,1,APARTMENT,614000,2,74,1,0,0,0,None,0,None,0,2,0,AS_NEW
7009,1200,0,APARTMENT_BLOCK,850000,5,300,0,0,0,1,None,0,None,0,2,0,TO_RENOVATE
7010,3680,1,GROUND_FLOOR,295000,2,128,1,0,0,0,None,0,None,0,0,0,unknown
7011,6000,1,TRIPLEX,215000,3,300,1,0,0,1,50.0,0,None,0,3,0,AS_NEW
7012,1420,1,GROUND_FLOOR,335000,3,155,1,0,0,0,None,0,None,0,0,0,GOOD
7013,8500,1,APARTMENT,301000,2,98,1,0,0,1,14.0,0,None,0,2,0,unknown
7014,8830,0,HOUSE,258850,3,163,1,0,0,1,None,0,None,166,3,0,AS_NEW
7015,4130,0,HOUSE,125000,4,129,0,0,0,0,None,0,None,795,4,0,TO_RENOVATE
7016,2000,1,APARTMENT,980000,3,194,1,0,0,1,10.0,0,None,0,2,0,AS_NEW
7017,2275,1,GROUND_FLOOR,220000,1,77,1,0,0,0,None,1,86.0,0,0,0,unknown
7018,2930,0,HOUSE,1390000,3,281,1,0,0,1,None,0,None,2535,4,0,GOOD
7019,1180,0,HOUSE,1699000,5,465,1,0,0,1,80.0,0,None,0,2,0,AS_NEW
7020,7700,1,APARTMENT,140000,2,70,1,0,0,0,None,0,None,0,2,0,GOOD
7021,1082,1,PENTHOUSE,339000,4,128,1,0,0,1,None,0,None,0,0,0,AS_NEW
7022,7180,0,VILLA,329000,3,150,1,0,0,1,40.0,1,1250.0,1364,4,0,AS_NEW
7023,1000,1,APARTMENT,685000,2,140,1,0,0,0,None,0,None,0,0,0,AS_NEW
7024,9300,1,APARTMENT,242000,2,78,0,0,0,1,None,0,None,0,0,0,unknown
7025,5651,0,HOUSE,142000,3,120,1,0,0,1,25.0,1,194.0,375,2,0,TO_BE_DONE_UP
7026,2845,1,APARTMENT,325000,2,92,1,0,0,1,27.0,1,44.0,0,0,0,unknown
7027,7750,0,HOUSE,329990,3,140,1,0,0,1,None,1,None,1214,3,0,GOOD
7028,8200,0,HOUSE,300000,5,158,1,0,0,0,None,0,None,242,0,0,unknown
7029,8800,1,APARTMENT,223000,2,91,1,0,0,1,12.0,0,None,0,0,0,unknown
7030,3010,0,HOUSE,385000,3,135,0,0,0,1,None,1,None,95,0,0,AS_NEW
7031,7822,0,VILLA,284000,4,165,1,0,0,0,None,0,None,741,0,0,GOOD
7032,1970,1,APARTMENT,360000,2,100,1,0,0,0,None,0,None,0,0,0,unknown
7033,1428,0,HOUSE,350000,3,229,1,0,0,1,None,1,None,320,0,0,GOOD
7034,3090,0,CASTLE,9500000,12,1100,1,0,0,1,None,0,None,500000,4,1,AS_NEW
7035,8460,1,APARTMENT,285000,2,145,1,0,0,1,4.0,0,None,0,3,0,GOOD
7036,6120,0,HOUSE,348000,4,210,1,0,0,0,None,1,800.0,1700,4,0,unknown
7037,4000,1,APARTMENT,830000,2,280,1,0,0,1,38.0,0,None,0,0,0,AS_NEW
7038,2880,1,APARTMENT,347540,3,132,0,0,0,1,None,1,None,0,0,0,unknown
7039,8950,0,HOUSE,235000,3,202,1,0,0,1,20.0,1,134.0,289,0,0,AS_NEW
7040,2000,1,SERVICE_FLAT,420000,1,80,1,0,0,1,None,0,None,0,0,0,AS_NEW
7041,1000,1,APARTMENT,275000,2,82,1,0,0,1,2.0,0,None,0,2,0,AS_NEW
7042,1150,0,TOWN_HOUSE,569000,3,150,1,0,0,1,8.0,0,None,141,2,0,TO_RENOVATE
7043,8400,1,FLAT_STUDIO,299000,2,62,1,0,0,1,22.0,0,None,0,4,0,unknown
7044,4000,0,APARTMENT_BLOCK,619000,6,406,1,0,0,1,7.0,0,None,0,2,0,TO_BE_DONE_UP
7045,1080,0,APARTMENT_BLOCK,435000,4,204,1,0,0,1,None,0,None,120,2,0,AS_NEW
7046,4500,0,MANSION,239000,5,177,1,0,0,1,None,1,1000.0,1100,3,0,TO_BE_DONE_UP
7047,1050,1,APARTMENT,1135000,3,227,1,0,0,1,10.0,0,None,0,2,0,GOOD
7048,6000,0,HOUSE,159000,2,150,1,0,0,0,None,0,None,55,2,0,TO_BE_DONE_UP
7049,9860,0,HOUSE,375295,3,170,0,0,0,1,None,1,140.0,229,3,0,AS_NEW
7050,6230,1,DUPLEX,129000,3,88,1,0,0,0,None,0,None,0,2,0,TO_BE_DONE_UP
7051,8660,0,HOUSE,90000,2,74,1,0,0,1,None,1,None,105,0,0,TO_BE_DONE_UP
7052,6769,0,HOUSE,225000,3,180,1,0,0,0,None,0,None,667,2,0,unknown
7053,1000,1,DUPLEX,670000,2,145,1,0,0,0,None,0,None,0,0,0,AS_NEW
7054,1070,1,PENTHOUSE,339750,2,122,1,0,0,1,14.0,0,None,0,0,0,AS_NEW
7055,6900,1,APARTMENT,214000,2,86,0,0,0,1,7.0,0,None,0,0,0,AS_NEW
7056,7370,0,HOUSE,82500,2,107,1,0,0,0,None,0,None,165,2,0,TO_RENOVATE
7057,4500,1,APARTMENT,249000,2,132,1,0,0,1,8.0,0,None,0,0,0,AS_NEW
7058,9180,1,APARTMENT,252500,2,85,1,0,0,1,18.0,0,None,0,0,0,AS_NEW
7059,4100,0,HOUSE,219000,3,100,1,0,0,1,31.0,1,None,250,2,0,GOOD
7060,2870,1,APARTMENT,258076,2,92,0,0,0,1,17.0,1,19.0,0,0,0,unknown
7061,6660,0,COUNTRY_COTTAGE,265000,3,239,1,0,0,1,None,0,None,990,4,0,GOOD
7062,4500,0,VILLA,395000,2,175,1,0,1,1,60.0,1,3000.0,3000,4,0,AS_NEW
7063,1420,1,APARTMENT,497475,3,161,1,0,0,1,53.0,0,None,0,0,0,AS_NEW
7064,4140,1,APARTMENT,354000,3,135,1,0,0,1,19.0,0,None,0,0,0,AS_NEW
7065,4032,1,APARTMENT,195000,2,75,1,1,0,1,10.0,0,None,0,2,0,JUST_RENOVATED
7066,3010,1,APARTMENT,365000,2,115,1,0,0,1,16.0,0,None,0,2,0,GOOD
7067,1160,1,APARTMENT,730000,3,220,1,0,0,1,15.0,0,None,0,2,0,AS_NEW
7068,1180,1,SERVICE_FLAT,109000,1,58,0,0,0,1,10.0,0,None,0,0,0,TO_RENOVATE
7069,3970,0,HOUSE,299000,4,251,0,0,0,1,None,0,None,400,4,0,AS_NEW
7070,4800,0,APARTMENT_BLOCK,234000,5,522,1,0,0,0,None,0,None,135,2,0,GOOD
7071,3500,1,APARTMENT,245000,3,110,1,0,0,1,20.0,0,None,0,0,0,unknown
7072,3080,0,HOUSE,330000,2,140,0,0,0,0,None,0,None,130,2,0,TO_RENOVATE
7073,3530,0,HOUSE,279000,3,120,1,0,0,0,None,0,None,431,0,0,unknown
7074,1930,0,HOUSE,992000,5,438,1,1,1,0,None,1,None,358,3,0,AS_NEW
7075,1000,1,APARTMENT,285000,1,70,1,0,0,1,9.0,0,None,0,2,0,TO_RENOVATE
7076,1410,0,HOUSE,315000,2,117,1,0,0,0,None,0,None,281,3,0,GOOD
7077,5000,1,PENTHOUSE,399000,4,133,1,0,0,1,20.0,0,None,0,0,0,AS_NEW
7078,2930,0,HOUSE,415000,3,244,1,0,0,1,21.0,1,150.0,244,1,0,JUST_RENOVATED
7079,1420,0,HOUSE,460000,5,205,1,0,0,1,None,1,None,250,0,0,AS_NEW
7080,2880,0,HOUSE,289000,3,224,1,0,1,0,None,1,92.0,245,3,0,TO_RENOVATE
7081,1060,1,DUPLEX,895000,3,200,1,0,0,1,11.0,0,None,0,2,0,AS_NEW
7082,1210,0,APARTMENT_BLOCK,295000,9,376,0,0,0,1,None,1,None,206,2,0,unknown
7083,6240,0,HOUSE,225000,3,125,1,0,0,1,15.0,1,310.0,407,3,0,unknown
7084,1030,1,APARTMENT,399000,2,125,1,0,0,1,8.0,0,None,0,2,0,GOOD
7085,8200,1,APARTMENT,179000,2,118,0,0,0,1,None,0,None,0,0,0,unknown
7086,1030,0,HOUSE,365000,4,110,1,0,0,0,None,0,None,63,2,0,TO_RENOVATE
7087,9420,1,APARTMENT,245000,2,116,1,0,0,1,20.0,0,None,0,3,0,AS_NEW
7088,8930,0,HOUSE,485000,4,288,1,0,0,1,80.0,1,815.0,1172,4,0,JUST_RENOVATED
7089,4100,1,APARTMENT,189500,1,90,1,0,0,1,4.0,1,300.0,0,4,0,AS_NEW
7090,8000,1,TRIPLEX,729000,4,380,0,0,0,1,None,0,None,0,2,0,GOOD
7091,8490,1,APARTMENT,295000,2,120,1,0,0,1,None,1,135.0,0,2,0,GOOD
7092,9600,0,HOUSE,120000,2,100,1,1,0,1,None,1,None,180,2,0,TO_RENOVATE
7093,3600,1,DUPLEX,218450,3,106,1,0,0,1,18.0,0,None,0,0,0,unknown
7094,9000,1,PENTHOUSE,1160692,3,201,1,0,0,1,110.0,0,None,0,3,0,AS_NEW
7095,9790,0,HOUSE,539000,4,230,1,0,0,1,None,1,None,6729,4,0,AS_NEW
7096,9320,0,HOUSE,185000,4,220,1,0,0,1,None,1,450.0,559,2,0,TO_RENOVATE
7097,7712,0,HOUSE,259480,5,195,1,0,0,1,25.0,1,247.0,407,3,0,AS_NEW
7098,7100,1,APARTMENT,158000,2,87,1,0,0,0,None,0,None,0,4,0,unknown
7099,2290,1,APARTMENT,254800,2,88,1,0,0,1,44.0,0,None,0,4,0,AS_NEW
7100,9940,1,DUPLEX,289288,3,112,1,0,0,1,15.0,1,None,0,4,0,AS_NEW
7101,8790,1,APARTMENT,639000,3,119,0,0,0,1,104.0,0,None,0,4,0,unknown
7102,1060,1,APARTMENT,305000,1,67,1,0,0,0,None,0,None,0,0,0,AS_NEW
7103,8400,1,APARTMENT,220000,2,75,1,0,0,0,None,0,None,0,0,0,GOOD
7104,1800,0,HOUSE,335000,4,142,1,0,0,0,None,0,None,135,2,0,TO_BE_DONE_UP
7105,8420,0,HOUSE,239500,2,75,1,0,0,1,None,1,None,231,0,0,AS_NEW
7106,8300,1,APARTMENT,745000,3,93,1,1,0,0,None,1,None,0,0,0,unknown
7107,8650,0,HOUSE,205000,3,160,0,0,0,0,None,0,None,310,0,0,JUST_RENOVATED
7108,1400,0,VILLA,1750000,7,500,0,0,1,1,200.0,1,10200.0,10550,4,1,AS_NEW
7109,9000,1,APARTMENT,535000,3,125,1,0,0,1,None,0,None,0,0,0,unknown
7110,9300,1,APARTMENT,262000,2,83,0,0,0,1,None,0,None,0,0,0,unknown
7111,9900,1,APARTMENT,149000,2,105,0,0,0,1,None,0,None,0,2,0,TO_BE_DONE_UP
7112,1410,0,EXCEPTIONAL_PROPERTY,2495000,8,950,1,0,0,1,80.0,1,2700.0,2700,4,1,AS_NEW
7113,8300,0,HOUSE,3850000,6,657,1,1,0,1,None,0,None,6000,4,0,AS_NEW
7114,8870,0,HOUSE,300945,3,202,0,0,0,0,None,1,None,435,3,0,unknown
7115,6061,0,HOUSE,159000,4,180,1,0,0,0,None,1,640.0,770,3,0,TO_BE_DONE_UP
7116,1180,0,HOUSE,1490000,4,350,1,0,0,1,20.0,0,None,258,2,0,AS_NEW
7117,7850,1,APARTMENT,158000,2,76,1,0,0,1,13.0,0,None,0,2,0,AS_NEW
7118,7000,1,APARTMENT,312765,3,104,1,0,0,0,None,0,None,0,4,0,AS_NEW
7119,1000,1,APARTMENT,370000,2,97,1,0,0,1,7.0,0,None,0,0,0,AS_NEW
7120,1040,1,PENTHOUSE,980000,3,154,1,0,0,1,19.0,0,None,0,2,0,JUST_RENOVATED
7121,1840,1,APARTMENT,365000,3,165,0,0,0,1,None,0,None,0,0,0,AS_NEW
7122,3460,0,HOUSE,389000,3,150,1,0,0,1,40.0,0,None,1589,4,0,unknown
7123,3000,1,DUPLEX,299500,2,69,1,0,0,1,3.0,0,None,0,2,0,unknown
7124,1440,0,VILLA,350000,3,120,1,0,0,1,15.0,1,None,1200,0,0,GOOD
7125,6900,0,HOUSE,389000,3,191,1,0,0,1,15.0,1,152.0,234,2,0,AS_NEW
7126,1950,0,HOUSE,575000,4,170,1,0,0,0,None,1,100.0,343,3,0,TO_RENOVATE
7127,2220,0,HOUSE,442000,4,185,1,0,0,0,None,0,None,885,4,0,AS_NEW
7128,8370,0,HOUSE,285000,5,302,1,1,0,1,10.0,0,None,90,0,0,GOOD
7129,9220,1,APARTMENT,214000,2,81,1,0,0,1,9.0,0,None,0,2,0,unknown
7130,1050,1,APARTMENT,1135000,3,225,0,0,0,1,5.0,0,None,0,0,0,AS_NEW
7131,2000,1,LOFT,520000,2,130,1,0,0,1,24.0,0,None,0,2,0,AS_NEW
7132,1040,0,HOUSE,520000,3,140,1,0,0,1,15.0,0,None,122,2,0,AS_NEW
7133,9600,0,HOUSE,164000,2,113,1,0,0,1,None,1,None,150,2,0,TO_BE_DONE_UP
7134,8480,1,APARTMENT,130000,2,117,1,0,0,0,None,0,None,0,4,0,TO_RENOVATE
7135,1750,0,COUNTRY_COTTAGE,624000,6,210,1,0,0,0,None,1,None,8000,0,0,GOOD
7136,8300,1,APARTMENT,675000,5,240,1,0,0,0,None,1,6.0,0,2,0,TO_RENOVATE
7137,1040,1,APARTMENT,285000,1,70,1,0,0,1,9.0,0,None,0,2,0,TO_RENOVATE
7138,1080,1,APARTMENT,275000,2,98,1,0,0,1,4.0,0,None,0,2,0,AS_NEW
7139,8000,1,DUPLEX,427500,2,115,1,0,0,1,None,0,None,0,0,0,AS_NEW
7140,7000,1,APARTMENT,364530,1,114,1,0,0,1,22.0,0,None,0,4,0,AS_NEW
7141,9550,1,APARTMENT,255798,2,95,1,0,0,1,14.0,0,None,0,2,0,unknown
7142,9300,1,LOFT,357000,2,133,0,0,0,1,14.0,0,None,0,2,1,TO_RESTORE
7143,8800,1,APARTMENT,160000,2,93,1,0,0,0,None,0,None,0,0,0,AS_NEW
7144,8550,0,HOUSE,269000,3,128,1,0,0,1,None,0,None,435,4,0,GOOD
7145,4560,0,HOUSE,285000,3,234,0,0,0,1,25.0,1,240.0,265,0,0,unknown
7146,3370,1,APARTMENT,306800,2,97,1,0,0,1,14.0,0,None,0,0,0,AS_NEW
7147,9230,0,HOUSE,279000,2,170,0,0,0,1,None,0,None,333,3,0,GOOD
7148,9000,1,APARTMENT,745000,3,240,1,0,0,1,None,0,None,0,0,0,AS_NEW
7149,9300,0,HOUSE,299000,3,200,0,0,0,0,None,0,None,185,0,0,unknown
7150,4630,0,HOUSE,159000,3,118,1,0,0,0,None,0,None,52,2,0,GOOD
7151,4880,1,APARTMENT,195000,2,65,1,0,0,1,None,0,None,0,0,0,GOOD
7152,4100,0,HOUSE,87000,2,80,1,0,0,1,None,0,None,0,2,0,GOOD
7153,5101,1,PENTHOUSE,399000,4,133,1,0,0,1,20.0,0,None,0,0,0,AS_NEW
7154,6040,0,HOUSE,219000,5,210,1,0,0,1,20.0,1,130.0,210,2,0,AS_NEW
7155,8420,1,APARTMENT,245000,2,90,1,0,0,1,1.0,0,None,0,2,0,GOOD
7156,1180,1,GROUND_FLOOR,1425000,3,240,1,0,0,1,150.0,1,900.0,0,3,0,unknown
7157,9400,1,APARTMENT,207500,2,70,0,0,0,1,6.0,0,None,0,2,0,AS_NEW
7158,2840,0,HOUSE,369000,3,180,1,0,0,1,None,0,None,354,0,0,AS_NEW
7159,4870,0,HOUSE,259000,2,110,0,0,0,1,10.0,0,None,592,4,0,TO_RENOVATE
7160,4540,0,HOUSE,395000,4,240,1,0,0,1,None,1,None,879,4,0,GOOD
7161,3700,0,HOUSE,150000,4,166,1,0,0,0,None,1,1300.0,1599,4,0,TO_RENOVATE
7162,1630,0,EXCEPTIONAL_PROPERTY,1250000,5,324,0,0,0,0,None,0,None,4953,4,0,TO_RENOVATE
7163,3400,0,HOUSE,330000,3,281,1,0,0,1,30.0,1,170.0,285,2,0,AS_NEW
7164,1350,0,VILLA,395000,4,192,1,0,0,1,15.0,1,823.0,823,4,0,unknown
7165,1000,1,PENTHOUSE,745000,4,165,1,0,0,1,90.0,0,None,0,3,0,unknown
7166,7850,1,APARTMENT,190000,1,67,1,0,0,1,None,0,None,0,0,0,unknown
7167,9320,0,HOUSE,297000,3,198,1,0,0,1,40.0,1,200.0,811,0,0,TO_RENOVATE
7168,6760,0,HOUSE,230000,3,270,1,0,0,1,35.0,0,None,200,3,0,TO_RENOVATE
7169,9600,0,HOUSE,285000,5,1500,1,0,0,0,None,0,None,1553,2,0,TO_RENOVATE
7170,4351,0,HOUSE,417000,6,266,1,0,0,1,None,0,None,730,3,0,unknown
7171,9980,0,HOUSE,315000,4,259,0,0,0,0,None,0,None,876,0,0,TO_RENOVATE
7172,7700,0,HOUSE,128000,3,80,1,0,0,1,None,1,203.0,269,2,0,unknown
7173,9000,0,HOUSE,637500,5,185,1,0,0,0,None,0,None,90,0,0,AS_NEW
7174,7950,0,HOUSE,225000,2,123,1,0,0,0,None,1,None,471,4,0,JUST_RENOVATED
7175,8720,0,HOUSE,179000,1,202,0,0,0,1,None,1,None,220,0,0,TO_BE_DONE_UP
7176,9000,0,HOUSE,265000,5,160,1,0,0,0,None,1,24.0,94,0,0,TO_BE_DONE_UP
7177,1070,1,APARTMENT,268000,3,187,0,0,0,1,30.0,0,None,0,2,0,GOOD
7178,1770,1,APARTMENT,224000,2,96,1,0,0,1,None,1,None,0,0,0,AS_NEW
7179,7040,0,HOUSE,90000,2,70,1,0,0,0,None,1,60.0,150,2,0,unknown
7180,9000,1,APARTMENT,319500,2,96,0,0,0,1,10.0,1,None,0,0,0,unknown
7181,7970,0,MIXED_USE_BUILDING,240000,4,250,0,0,0,0,None,0,None,197,3,0,TO_BE_DONE_UP
7182,7700,0,HOUSE,260000,3,140,1,0,0,0,None,0,None,250,3,0,GOOD
7183,4000,1,APARTMENT,195000,2,92,1,0,0,1,15.0,0,None,0,3,0,AS_NEW
7184,4460,0,HOUSE,339000,4,235,1,0,0,1,None,0,None,550,4,0,AS_NEW
7185,8430,1,APARTMENT,355000,1,70,1,0,0,1,10.0,0,None,0,2,0,GOOD
7186,8300,1,APARTMENT,495000,2,104,1,0,0,1,None,0,None,0,2,0,GOOD
7187,4500,0,HOUSE,149000,3,127,1,0,0,1,None,0,None,85,2,0,GOOD
7188,9250,1,PENTHOUSE,1210000,4,355,1,0,0,1,74.0,1,8400.0,0,4,0,unknown
7189,9900,0,HOUSE,266702,3,111,1,0,0,0,None,1,162.0,218,3,0,AS_NEW
7190,8620,1,APARTMENT,289300,2,94,0,0,0,1,None,0,None,0,0,0,AS_NEW
7191,7000,0,VILLA,1750000,7,500,0,0,1,1,200.0,1,10200.0,10550,4,1,AS_NEW
7192,1050,1,APARTMENT,645000,3,170,1,0,0,1,7.0,0,None,0,2,0,AS_NEW
7193,8370,1,APARTMENT,259000,2,97,1,0,0,0,None,1,None,0,2,0,GOOD
7194,9280,1,APARTMENT,225000,2,92,1,0,0,0,None,0,None,0,0,0,AS_NEW
7195,1410,1,APARTMENT,750000,3,199,1,0,0,1,28.0,0,None,0,0,0,unknown
7196,6210,1,APARTMENT,155000,1,50,1,0,0,0,None,0,None,0,0,1,unknown
7197,9810,1,APARTMENT,210000,1,97,1,0,0,0,None,1,None,0,2,0,unknown
7198,3300,0,HOUSE,200000,4,190,1,0,0,1,6.0,0,None,0,2,0,JUST_RENOVATED
7199,1180,0,VILLA,2895000,6,650,1,0,0,1,50.0,1,1200.0,1516,4,0,GOOD
7200,8670,1,APARTMENT,389000,2,110,0,0,0,0,None,0,None,0,2,0,unknown
7201,2840,0,HOUSE,249000,1,120,1,0,0,1,None,0,None,86,0,0,AS_NEW
7202,8300,1,DUPLEX,1200000,3,130,1,0,0,1,None,0,None,0,2,0,GOOD
7203,8531,0,HOUSE,227500,5,173,0,0,0,0,None,0,None,415,0,0,TO_RENOVATE
7204,6800,0,APARTMENT_BLOCK,315000,5,168,1,0,0,1,17.0,0,None,74,2,0,GOOD
7205,8370,1,APARTMENT,137000,2,67,1,0,0,0,None,0,None,0,0,0,GOOD
7206,3140,0,VILLA,885000,5,328,0,0,0,0,None,1,None,29309,0,0,unknown
7207,8470,0,VILLA,849000,4,490,0,0,1,1,None,1,None,1769,0,0,GOOD
7208,3001,1,SERVICE_FLAT,165000,1,49,1,0,0,1,None,0,None,0,0,0,GOOD
7209,8300,1,DUPLEX,995000,3,110,1,0,0,1,20.0,0,None,0,2,0,AS_NEW
7210,8750,0,HOUSE,389000,4,185,1,0,0,1,30.0,1,None,287,3,0,GOOD
7211,8300,1,APARTMENT,1295000,2,131,1,0,0,0,None,0,None,0,2,0,AS_NEW
7212,9620,1,SERVICE_FLAT,215000,1,67,1,0,0,1,7.0,0,None,0,4,0,unknown
7213,1160,1,PENTHOUSE,275000,2,75,1,0,0,1,35.0,0,None,0,0,0,TO_BE_DONE_UP
7214,1495,0,VILLA,350000,3,140,0,0,0,1,None,1,2400.0,2400,4,0,TO_RENOVATE
7215,1435,1,APARTMENT,317000,2,84,1,0,0,1,71.0,1,305.0,0,0,0,AS_NEW
7216,1000,1,APARTMENT,380000,2,96,1,0,0,1,9.0,0,None,0,2,1,unknown
7217,1190,0,HOUSE,550000,4,173,1,0,0,1,6.0,1,35.0,80,2,0,JUST_RENOVATED
7218,1080,1,APARTMENT,300000,3,120,1,0,0,1,6.0,0,None,0,0,0,AS_NEW
7219,3910,1,APARTMENT,270175,2,101,0,0,0,1,17.0,0,None,0,0,0,AS_NEW
7220,1200,0,HOUSE,1645000,4,460,1,0,0,1,None,0,None,880,4,0,AS_NEW
7221,1050,1,APARTMENT,680000,2,128,1,0,0,1,14.0,0,None,0,2,0,AS_NEW
7222,1040,0,HOUSE,595000,4,216,1,0,0,1,14.0,1,45.0,157,2,0,TO_RENOVATE
7223,8433,0,COUNTRY_COTTAGE,285000,3,260,1,0,0,1,None,1,None,180,0,0,GOOD
7224,2220,0,HOUSE,444100,3,217,1,0,0,0,None,0,None,938,4,0,AS_NEW
7225,2000,1,APARTMENT,530000,2,90,0,0,0,1,35.0,0,None,0,2,0,AS_NEW
7226,8530,1,LOFT,199990,1,254,0,0,0,0,None,0,None,0,0,0,unknown
7227,3360,0,HOUSE,415000,5,182,1,0,0,0,None,1,502.0,597,2,0,GOOD
7228,9860,0,HOUSE,377894,3,182,0,0,0,1,None,1,117.0,210,2,0,AS_NEW
7229,8200,1,APARTMENT,239000,3,115,1,0,0,0,None,0,None,0,2,0,JUST_RENOVATED
7230,3080,0,VILLA,2490000,5,645,1,0,0,1,25.0,0,None,1800,4,1,AS_NEW
7231,1180,1,APARTMENT,360000,3,115,1,0,0,1,10.0,0,None,0,3,0,AS_NEW
7232,8301,1,APARTMENT,448000,2,80,1,0,0,0,None,0,None,0,2,0,unknown
7233,1830,0,HOUSE,445000,4,208,1,0,0,0,None,0,None,220,2,0,AS_NEW
7234,8570,1,APARTMENT,137500,1,44,1,0,0,1,6.0,0,None,0,0,0,unknown
7235,5100,0,HOUSE,285000,3,130,1,0,0,1,40.0,1,600.0,950,4,0,TO_BE_DONE_UP
7236,4800,0,HOUSE,87500,1,55,1,0,0,0,None,0,None,0,2,0,GOOD
7237,5100,0,HOUSE,325000,5,146,1,0,0,0,None,0,None,405,3,0,TO_BE_DONE_UP
7238,1390,1,DUPLEX,360000,2,139,1,0,0,1,16.0,0,None,0,0,0,AS_NEW
7239,4032,0,APARTMENT_BLOCK,275000,4,300,1,0,0,0,None,0,None,120,2,0,TO_BE_DONE_UP
7240,6030,0,HOUSE,300000,6,250,1,0,0,0,None,0,None,310,0,0,unknown
7241,1435,1,PENTHOUSE,369000,2,114,1,0,0,1,25.0,0,None,0,0,0,AS_NEW
7242,2000,1,APARTMENT,795000,3,208,1,0,0,1,63.0,0,None,0,2,0,AS_NEW
7243,8434,0,HOUSE,295000,3,100,1,0,0,1,55.0,0,None,127,3,0,AS_NEW
7244,1070,1,APARTMENT,209000,2,63,1,0,0,0,None,0,None,0,2,0,GOOD
7245,8470,1,APARTMENT,199000,2,81,0,0,0,1,None,0,None,0,2,0,GOOD
7246,2812,1,PENTHOUSE,248000,1,71,0,0,0,0,None,0,None,0,0,0,AS_NEW
7247,8550,1,APARTMENT,196749,2,85,1,0,0,1,None,0,None,0,2,0,unknown
7248,9290,0,HOUSE,299000,2,202,0,0,0,0,None,0,None,266,2,0,unknown
7249,2060,0,HOUSE,340000,3,160,1,0,0,1,11.0,1,15.0,78,2,0,GOOD
7250,8400,1,APARTMENT,375000,2,117,1,0,0,1,33.0,0,None,0,0,0,AS_NEW
7251,1300,1,APARTMENT,195000,2,105,1,0,0,1,5.0,0,None,0,2,0,TO_BE_DONE_UP
7252,6987,0,HOUSE,439000,5,175,1,0,0,1,2.0,1,1289.0,1365,4,0,GOOD
7253,1200,1,APARTMENT,410000,3,109,1,0,0,1,6.0,0,None,0,2,0,GOOD
7254,8470,0,HOUSE,289000,3,138,1,0,0,0,None,0,None,603,0,0,GOOD
7255,6230,0,HOUSE,219000,3,135,1,0,0,0,None,1,150.0,223,2,0,GOOD
7256,8930,1,APARTMENT,271195,2,95,1,0,0,1,None,0,None,0,0,0,unknown
7257,8420,0,CHALET,235000,3,100,1,1,0,1,30.0,0,None,165,4,0,AS_NEW
7258,1420,1,GROUND_FLOOR,785000,4,205,1,0,0,1,80.0,0,None,0,3,0,AS_NEW
7259,8020,1,APARTMENT,299000,2,120,0,0,0,1,None,0,None,0,0,0,AS_NEW
7260,1090,1,APARTMENT,249000,2,87,1,0,0,1,6.0,0,None,0,2,0,AS_NEW
7261,9052,0,HOUSE,230000,3,110,1,0,0,1,10.0,1,10.0,60,0,0,AS_NEW
7262,4280,0,COUNTRY_COTTAGE,330000,4,425,1,0,0,1,25.0,1,700.0,1195,4,0,GOOD
7263,5500,0,HOUSE,374000,4,310,1,0,0,0,None,0,None,120,0,0,GOOD
7264,9000,0,HOUSE,225000,2,100,0,0,0,0,None,0,None,0,2,0,unknown
7265,8300,1,APARTMENT,1295000,3,124,0,0,0,1,3.0,0,None,0,0,0,unknown
7266,1350,0,VILLA,408000,4,192,1,0,0,1,15.0,1,1334.0,1334,4,0,unknown
7267,1083,1,DUPLEX,330000,3,125,0,0,0,1,30.0,0,None,0,1,0,GOOD
7268,7970,0,HOUSE,240000,4,250,0,0,0,0,None,0,None,197,3,0,TO_BE_DONE_UP
7269,1457,0,HOUSE,650000,5,260,1,0,1,1,60.0,1,900.0,900,3,0,JUST_RENOVATED
7270,1060,1,DUPLEX,219000,1,50,1,0,0,0,None,0,None,0,2,0,JUST_RENOVATED
7271,8370,0,HOUSE,150000,3,75,1,1,0,1,30.0,0,None,61,2,0,TO_RENOVATE
7272,1755,0,HOUSE,420000,4,193,1,0,0,1,30.0,1,None,415,3,0,AS_NEW
7273,2830,1,APARTMENT,224000,1,72,1,0,0,1,9.0,0,None,0,2,0,AS_NEW
7274,9220,1,APARTMENT,219000,2,88,1,0,0,1,9.0,0,None,0,2,0,unknown
7275,1090,1,APARTMENT,360000,2,109,1,0,0,1,24.0,0,None,0,2,0,GOOD
7276,8800,1,APARTMENT,237000,2,101,1,0,0,1,6.0,0,None,0,0,0,unknown
7277,7090,0,HOUSE,215000,4,150,1,0,0,1,None,1,104.0,170,2,0,GOOD
7278,7370,1,APARTMENT,290000,3,146,1,0,0,1,85.0,0,None,0,4,0,GOOD
