,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
2362,6220,1,PENTHOUSE,199000,2,115,1,0,0,1,53.0,1,None,0,4,0,GOOD
2363,9600,0,HOUSE,680000,7,600,1,0,0,0,None,0,None,270,3,0,GOOD
2364,2060,0,HOUSE,269000,3,150,1,0,0,1,30.0,0,None,105,2,0,TO_BE_DONE_UP
2365,1180,0,VILLA,4500000,7,500,0,0,0,1,None,0,None,4700,4,1,TO_RENOVATE
2366,3550,0,HOUSE,510000,1,280,0,0,0,0,None,0,None,839,0,0,GOOD
2367,1000,0,MIXED_USE_BUILDING,1450000,6,300,1,0,0,1,50.0,0,None,76,2,0,unknown
2368,1180,1,APARTMENT,675000,3,130,1,0,0,1,5.0,0,None,0,0,0,AS_NEW
2369,1600,1,APARTMENT,220000,1,80,1,0,0,1,6.0,1,None,0,0,0,AS_NEW
2370,9070,0,HOUSE,279000,2,90,1,0,0,1,25.0,0,None,102,2,0,AS_NEW
2371,1160,1,APARTMENT,501500,2,102,1,0,0,1,25.0,0,None,0,0,0,AS_NEW
2372,9520,0,EXCEPTIONAL_PROPERTY,474500,3,248,1,0,0,1,None,0,None,559,4,0,AS_NEW
2373,8970,1,APARTMENT,114000,2,80,1,0,0,1,4.0,0,None,0,0,0,TO_BE_DONE_UP
2374,9050,0,HOUSE,275000,3,123,0,0,0,0,None,0,None,59,0,0,unknown
2375,8200,0,HOUSE,289800,1,77,0,0,0,0,None,0,None,90,0,0,AS_NEW
2376,1601,1,LOFT,397500,2,180,0,0,0,1,15.0,1,None,0,3,0,AS_NEW
2377,9170,0,HOUSE,549000,4,236,0,0,1,0,None,1,2800.0,2938,4,0,unknown
2378,9170,0,HOUSE,485000,3,225,1,0,0,1,None,1,None,1500,4,0,GOOD
2379,8958,0,HOUSE,199000,3,210,0,0,0,0,None,1,None,295,0,0,AS_NEW
2380,9550,1,APARTMENT,249000,2,113,0,0,0,0,None,0,None,0,2,0,GOOD
2381,8900,0,HOUSE,285000,3,142,0,0,0,1,None,1,None,237,0,0,AS_NEW
2382,1000,1,GROUND_FLOOR,445000,2,94,1,0,0,1,15.0,0,None,0,2,0,AS_NEW
2383,9240,1,PENTHOUSE,345000,2,125,1,0,0,1,48.0,0,None,0,0,0,AS_NEW
2384,9070,0,HOUSE,345000,2,139,1,0,0,1,None,1,120.0,210,2,0,AS_NEW
2385,6180,0,APARTMENT_BLOCK,299000,3,220,1,0,0,1,50.0,1,50.0,147,2,0,AS_NEW
2386,2830,0,HOUSE,459000,3,170,1,0,0,1,20.0,1,60.0,216,2,0,JUST_RENOVATED
2387,8400,1,APARTMENT,700000,2,92,0,1,1,0,None,0,None,0,2,0,unknown
2388,1700,1,APARTMENT,324000,1,84,0,0,0,0,None,0,None,0,0,0,unknown
2389,1630,1,DUPLEX,255000,1,90,1,0,0,1,None,0,None,0,2,0,AS_NEW
2390,1210,1,APARTMENT,179000,1,52,1,0,0,1,4.0,0,None,0,2,0,GOOD
2391,1420,1,APARTMENT,395000,3,118,0,0,0,1,120.0,1,198.0,0,4,0,unknown
2392,1190,0,HOUSE,1325000,6,450,0,0,0,1,None,0,None,800,3,0,GOOD
2393,2300,1,APARTMENT,229500,1,67,1,0,0,1,None,0,None,0,3,0,GOOD
2394,8000,0,MIXED_USE_BUILDING,695000,2,180,0,0,0,1,None,0,None,63,0,0,AS_NEW
2395,1640,0,HOUSE,2690000,5,590,1,0,0,1,100.0,1,1700.0,1920,4,1,AS_NEW
2396,1630,0,HOUSE,474000,3,125,1,0,0,1,None,0,None,767,3,0,GOOD
2397,4470,0,HOUSE,200000,4,180,1,0,0,1,None,1,65.0,175,3,0,AS_NEW
2398,7300,0,HOUSE,250000,4,191,1,0,0,1,None,0,None,1467,4,0,TO_BE_DONE_UP
2399,1180,1,APARTMENT,298000,2,100,1,0,0,1,2.0,0,None,0,3,0,GOOD
2400,1000,1,DUPLEX,990000,3,215,1,0,0,1,50.0,1,25.0,0,2,1,AS_NEW
2401,9600,0,HOUSE,229500,4,173,1,0,0,1,25.0,1,85.0,190,2,0,AS_NEW
2402,9300,1,LOFT,440500,3,176,1,0,0,1,25.0,0,None,0,0,0,unknown
2403,2018,1,APARTMENT,549000,3,135,1,0,0,1,17.0,0,None,0,3,0,AS_NEW
2404,1180,1,PENTHOUSE,545000,2,112,1,0,0,1,20.0,0,None,0,0,0,AS_NEW
2405,4500,1,APARTMENT,224500,2,100,0,0,0,1,22.0,1,47.0,0,2,0,unknown
2406,9308,0,HOUSE,220000,3,196,1,0,0,1,None,1,150.0,225,3,0,unknown
2407,6030,0,HOUSE,99900,4,140,1,0,0,1,12.0,1,100.0,160,2,0,TO_RENOVATE
2408,7000,1,LOFT,450000,3,210,1,0,0,1,21.0,0,None,0,3,0,AS_NEW
2409,5000,0,VILLA,545000,4,200,1,0,0,1,80.0,1,1100.0,1238,4,0,AS_NEW
2410,3080,0,VILLA,795000,4,300,1,0,1,1,18.0,0,None,790,4,0,AS_NEW
2411,3080,0,HOUSE,835000,5,240,1,0,0,1,None,1,500.0,978,3,0,TO_RENOVATE
2412,9400,0,MIXED_USE_BUILDING,309000,3,120,1,0,0,1,12.0,0,None,102,2,0,GOOD
2413,4100,1,DUPLEX,199000,2,105,1,0,0,1,26.0,0,None,0,0,0,AS_NEW
2414,1420,1,APARTMENT,419500,3,126,1,0,0,1,14.0,0,None,0,4,0,unknown
2415,1180,1,APARTMENT,1100000,4,230,1,1,0,1,17.0,0,None,0,0,0,AS_NEW
2416,6030,0,HOUSE,215000,3,170,1,0,0,1,102.0,0,None,227,3,0,GOOD
2417,4550,0,HOUSE,440000,3,205,0,0,0,1,30.0,0,None,1090,4,0,unknown
2418,1180,1,APARTMENT,1400000,5,400,1,0,1,1,35.0,0,None,0,3,0,GOOD
2419,9000,1,APARTMENT,595000,2,229,1,0,0,1,30.0,1,None,0,0,0,GOOD
2420,8300,1,APARTMENT,1795000,4,185,1,0,0,1,None,0,None,0,3,0,AS_NEW
2421,1410,1,APARTMENT,238500,1,49,0,0,0,0,None,0,None,0,0,0,AS_NEW
2422,1150,0,VILLA,1875000,5,540,1,0,0,1,None,0,None,620,4,0,AS_NEW
2423,6900,0,HOUSE,249900,4,217,1,0,0,1,10.0,1,5.0,5,0,0,GOOD
2424,1420,0,VILLA,800000,6,250,0,0,0,0,None,0,None,3004,4,0,TO_RENOVATE
2425,4141,0,HOUSE,385000,4,230,1,0,0,1,None,1,None,2710,4,0,unknown
2426,6700,1,APARTMENT,250000,2,101,1,0,0,0,None,0,None,0,4,0,GOOD
2427,7340,0,HOUSE,105000,2,108,1,0,0,0,None,0,None,300,2,0,TO_BE_DONE_UP
2428,1000,1,APARTMENT,295000,2,91,1,0,0,1,8.0,0,None,0,0,0,AS_NEW
2429,2140,1,APARTMENT,180000,2,90,1,0,0,1,10.0,0,None,0,2,0,TO_RENOVATE
2430,4800,0,HOUSE,344000,3,169,0,0,0,0,None,0,None,90,2,0,TO_RENOVATE
2431,3350,0,HOUSE,329000,5,250,1,0,0,1,None,1,None,4800,0,0,TO_BE_DONE_UP
2432,9185,0,HOUSE,325000,4,300,0,0,0,0,None,0,None,643,0,0,GOOD
2433,8870,0,HOUSE,530000,6,380,1,0,1,1,74.0,1,768.0,1096,4,0,GOOD
2434,4190,0,HOUSE,720000,3,388,1,0,0,0,None,1,None,5007,0,0,unknown
2435,9600,0,MIXED_USE_BUILDING,680000,7,600,1,0,0,0,None,0,None,270,3,0,GOOD
2436,1341,0,HOUSE,500000,6,275,1,0,1,1,40.0,1,None,1200,4,0,GOOD
2437,1190,1,LOFT,690000,3,222,1,0,0,1,42.0,0,None,0,0,0,AS_NEW
2438,3670,1,APARTMENT,168524,1,62,0,0,0,1,None,0,None,0,0,0,unknown
2439,1070,1,APARTMENT,269000,3,95,1,0,0,1,8.0,0,None,0,2,0,AS_NEW
2440,1180,0,HOUSE,1050000,3,290,1,0,0,1,12.0,1,300.0,480,2,0,TO_RENOVATE
2441,6141,0,HOUSE,150000,3,120,1,0,0,1,40.0,1,100.0,0,2,0,AS_NEW
2442,2610,1,DUPLEX,249000,2,100,1,0,0,1,10.0,0,None,0,0,0,AS_NEW
2443,6870,0,HOUSE,379000,7,400,1,0,0,1,None,0,None,594,4,0,GOOD
2444,8400,1,APARTMENT,199000,1,48,1,0,0,1,11.0,0,None,0,2,0,JUST_RENOVATED
2445,8800,0,HOUSE,261000,3,136,0,0,0,0,None,0,None,182,2,0,AS_NEW
2446,1090,0,HOUSE,289000,3,125,1,0,0,0,None,1,30.0,90,2,0,unknown
2447,1090,1,APARTMENT,119000,1,51,1,0,0,1,2.0,0,None,0,4,0,unknown
2448,9090,0,HOUSE,279000,2,125,1,0,0,1,None,1,None,204,0,0,unknown
2449,3300,0,HOUSE,350000,3,171,0,0,0,0,None,0,None,223,2,0,AS_NEW
2450,8792,0,HOUSE,269000,6,280,0,0,0,0,None,1,None,287,0,0,AS_NEW
2451,2220,1,APARTMENT,248000,2,95,1,0,0,0,None,0,None,0,0,0,unknown
2452,8300,1,APARTMENT,795000,3,110,0,0,0,0,None,0,None,0,2,0,GOOD
2453,7050,0,VILLA,520000,4,300,1,0,0,1,None,0,None,1424,4,0,AS_NEW
2454,1000,1,APARTMENT,250000,1,66,1,0,0,0,None,0,None,0,2,0,GOOD
2455,8660,0,HOUSE,1450000,2,190,1,1,0,1,40.0,1,200.0,300,4,1,JUST_RENOVATED
2456,1000,1,APARTMENT,975000,2,180,1,0,0,1,70.0,0,None,0,2,0,AS_NEW
2457,6790,1,APARTMENT,230000,3,155,1,0,0,0,None,0,None,0,2,0,GOOD
2458,6183,0,APARTMENT_BLOCK,299000,3,220,1,0,0,1,50.0,1,50.0,147,2,0,AS_NEW
2459,3080,0,HOUSE,474700,3,195,1,0,0,0,None,0,None,566,3,0,AS_NEW
2460,8791,1,DUPLEX,264075,3,159,1,0,0,1,None,0,None,0,0,0,unknown
2461,2650,0,HOUSE,599000,4,212,1,0,0,1,25.0,1,55.0,180,2,0,JUST_RENOVATED
2462,8791,1,APARTMENT,249375,2,99,1,0,0,1,None,0,None,0,0,0,unknown
2463,1050,1,PENTHOUSE,399000,2,120,0,0,0,1,20.0,0,None,0,3,0,TO_RENOVATE
2464,1000,1,APARTMENT,325000,2,95,1,0,0,0,None,0,None,0,0,0,AS_NEW
2465,3320,0,HOUSE,225000,3,201,1,0,0,0,None,0,None,122,2,0,GOOD
2466,1200,1,APARTMENT,453000,3,114,1,0,0,1,8.0,0,None,0,0,0,AS_NEW
2467,2390,1,APARTMENT,434500,2,130,1,0,1,1,13.0,1,20.0,0,1,0,AS_NEW
2468,8300,1,APARTMENT,399000,2,85,0,0,0,1,None,0,None,0,0,0,unknown
2469,5310,0,HOUSE,350000,4,162,1,0,0,1,None,1,950.0,1043,4,0,GOOD
2470,4500,0,HOUSE,495000,6,417,1,0,0,1,None,1,517.0,940,3,0,AS_NEW
2471,1830,1,DUPLEX,255000,2,85,1,0,0,0,None,0,None,0,2,0,GOOD
2472,1180,0,MANSION,1490000,4,370,0,0,0,1,20.0,0,None,0,0,0,JUST_RENOVATED
2473,8790,1,APARTMENT,1050000,2,188,1,0,0,0,None,0,None,0,0,0,AS_NEW
2474,8300,1,GROUND_FLOOR,450000,2,72,1,0,0,1,None,1,43.0,0,2,0,GOOD
2475,2360,0,HOUSE,3950000,4,1150,1,0,0,1,70.0,1,9540.0,9540,4,1,AS_NEW
2476,8400,1,APARTMENT,235000,2,75,1,0,0,1,None,0,None,0,0,0,AS_NEW
2477,8000,0,MIXED_USE_BUILDING,695000,2,180,0,0,0,0,None,0,None,63,0,0,AS_NEW
2478,1040,1,APARTMENT,575000,2,114,1,0,0,1,4.0,0,None,0,2,0,AS_NEW
2479,8520,1,APARTMENT,169000,2,91,1,0,0,0,None,1,22.0,0,2,0,GOOD
2480,9600,0,HOUSE,239900,4,186,1,0,0,1,10.0,1,20.0,133,2,0,JUST_RENOVATED
2481,8800,0,VILLA,849000,4,311,1,0,0,1,30.0,1,None,1368,0,0,GOOD
2482,1040,0,APARTMENT_BLOCK,1100000,4,312,1,0,0,0,None,0,None,105,2,0,GOOD
2483,9000,1,APARTMENT,298000,2,88,0,0,0,1,None,0,None,0,2,0,GOOD
2484,1020,1,APARTMENT,225000,2,89,1,0,0,1,7.0,0,None,0,0,0,AS_NEW
2485,1180,1,APARTMENT,422500,3,116,1,0,0,1,9.0,0,None,0,4,0,unknown
2486,8930,0,HOUSE,165000,2,196,1,0,0,1,7.0,0,None,131,0,0,AS_NEW
2487,1180,1,PENTHOUSE,1850000,4,300,1,0,1,0,None,0,None,0,4,0,AS_NEW
2488,6810,0,APARTMENT_BLOCK,215000,4,255,1,0,0,0,None,0,None,0,2,0,GOOD
2489,9820,1,APARTMENT,287560,2,89,0,0,0,1,10.0,0,None,0,0,0,unknown
2490,1950,0,VILLA,845000,4,210,1,0,0,1,22.0,1,590.0,700,4,0,AS_NEW
2491,9255,1,APARTMENT,454000,3,138,0,0,0,1,None,1,None,0,0,0,AS_NEW
2492,1853,0,HOUSE,250000,3,120,1,0,0,0,None,1,27.0,0,2,0,JUST_RENOVATED
2493,4670,0,HOUSE,265000,3,130,0,0,0,1,17.0,1,64.0,0,2,0,AS_NEW
2494,1653,0,MIXED_USE_BUILDING,549000,2,400,0,0,0,1,30.0,0,None,335,3,0,GOOD
2495,2400,1,APARTMENT,179000,1,76,1,0,0,1,8.0,1,None,0,4,0,unknown
2496,8300,1,APARTMENT,1950000,3,153,1,0,0,1,6.0,0,None,0,0,0,AS_NEW
2497,1040,1,APARTMENT,575000,3,196,1,0,0,1,16.0,0,None,0,2,0,AS_NEW
2498,1050,1,PENTHOUSE,1190000,3,187,1,0,0,1,73.0,0,None,0,3,0,unknown
2499,4540,1,APARTMENT,181500,2,89,1,0,0,1,6.0,0,None,0,4,0,unknown
2500,7500,0,HOUSE,445000,5,330,1,0,0,1,None,0,None,233,2,0,GOOD
2501,9820,0,VILLA,429000,2,135,1,0,0,1,None,0,None,550,0,0,GOOD
2502,1000,1,APARTMENT,252000,1,75,1,0,0,1,5.0,0,None,0,0,0,AS_NEW
2503,1390,0,HOUSE,335000,3,220,1,0,0,1,None,0,None,430,4,0,unknown
2504,4000,1,APARTMENT,242500,2,93,0,0,0,1,None,0,None,0,0,0,unknown
2505,1150,0,HOUSE,815000,4,180,1,0,0,1,None,0,None,0,0,0,GOOD
2506,1770,0,BUNGALOW,425000,2,204,1,0,0,1,None,1,921.0,921,0,0,TO_RENOVATE
2507,8400,1,APARTMENT,169000,1,77,1,0,0,0,None,0,None,0,0,0,GOOD
2508,3390,0,HOUSE,388000,3,160,0,0,0,0,None,1,None,650,0,0,unknown
2509,8820,1,APARTMENT,121000,1,50,1,0,0,0,None,1,None,0,0,0,AS_NEW
2510,9990,0,VILLA,515000,5,384,1,0,0,1,60.0,1,2448.0,2640,0,0,AS_NEW
2511,1435,1,APARTMENT,279000,2,89,1,0,0,1,9.0,0,None,0,0,0,unknown
2512,4845,1,APARTMENT,249000,2,91,1,0,0,0,None,0,None,0,3,0,unknown
2513,9991,1,APARTMENT,142700,1,53,1,0,0,0,None,0,None,0,2,0,AS_NEW
2514,1080,1,PENTHOUSE,295000,2,96,1,0,0,1,150.0,0,None,0,3,0,GOOD
2515,3300,0,MIXED_USE_BUILDING,749000,3,325,1,0,0,1,15.0,0,None,241,2,0,GOOD
2516,4570,0,APARTMENT_BLOCK,835000,16,614,0,0,0,1,100.0,1,600.0,1600,4,0,unknown
2517,1180,1,APARTMENT,700000,3,145,1,0,1,1,8.0,0,None,0,2,0,AS_NEW
2518,6041,0,VILLA,300000,4,175,0,0,1,1,None,1,None,1200,4,0,GOOD
2519,8800,0,HOUSE,290500,4,206,0,0,0,0,None,0,None,200,2,0,AS_NEW
2520,2280,0,VILLA,715000,3,306,1,0,0,0,None,1,None,1542,4,1,AS_NEW
2521,2800,1,APARTMENT,259000,2,78,0,0,0,1,7.0,0,None,0,0,0,unknown
2522,7340,0,VILLA,295000,3,240,1,0,0,1,None,0,None,640,4,0,GOOD
2523,8820,1,GROUND_FLOOR,199500,2,77,1,0,0,1,None,1,44.0,0,0,0,GOOD
2524,9500,0,HOUSE,290000,3,221,1,0,0,0,None,1,None,317,3,0,TO_BE_DONE_UP
2525,1540,0,MIXED_USE_BUILDING,1370000,9,230,1,0,0,1,None,0,None,25457,4,0,unknown
2526,9230,0,APARTMENT_BLOCK,280000,2,80,0,0,0,0,None,0,None,0,2,0,GOOD
2527,2100,1,APARTMENT,159000,2,84,0,0,0,0,None,0,None,0,2,0,GOOD
2528,9290,0,HOUSE,379000,3,185,1,0,0,0,None,1,None,480,3,0,JUST_RENOVATED
2529,7012,0,HOUSE,100000,3,91,1,0,0,0,None,0,None,107,2,0,GOOD
2530,1640,0,HOUSE,1475000,7,500,1,0,0,1,None,1,2525.0,2525,4,0,GOOD
2531,9600,0,MANSION,299000,4,212,1,0,0,1,None,1,None,261,2,0,JUST_RENOVATED
2532,9050,0,HOUSE,230000,1,80,1,0,0,1,12.0,0,None,0,2,0,GOOD
2533,7971,0,HOUSE,170000,2,160,1,0,0,1,None,0,None,490,3,0,GOOD
2534,2870,1,APARTMENT,349000,2,95,1,0,0,1,27.0,0,None,0,4,0,unknown
2535,1160,1,PENTHOUSE,799000,3,164,0,0,0,1,20.0,0,None,0,0,0,AS_NEW
2536,8211,1,PENTHOUSE,425000,3,144,1,0,0,0,None,0,None,0,2,0,GOOD
2537,8791,1,APARTMENT,249376,2,99,1,0,0,1,None,0,None,0,0,0,unknown
2538,4170,0,APARTMENT_BLOCK,350000,4,381,1,0,0,1,None,0,None,706,4,0,GOOD
2539,9400,1,APARTMENT,225000,2,75,1,0,0,1,15.0,0,None,0,0,0,GOOD
2540,6210,0,HOUSE,179000,3,120,0,0,0,0,None,0,None,723,0,0,unknown
2541,1180,1,APARTMENT,265000,2,75,1,0,0,0,None,0,None,0,2,0,GOOD
2542,9450,0,HOUSE,269000,3,170,0,0,0,1,None,1,None,175,0,0,TO_BE_DONE_UP
2543,1180,1,APARTMENT,457500,3,116,1,0,0,1,9.0,1,237.0,0,2,0,AS_NEW
2544,8400,1,APARTMENT,230000,2,80,1,0,0,1,2.0,0,None,0,2,0,GOOD
2545,9820,1,APARTMENT,195000,1,57,1,0,0,0,None,0,None,0,0,0,unknown
2546,2610,1,APARTMENT,259000,2,90,1,0,0,0,None,0,None,0,0,0,GOOD
2547,8300,0,VILLA,6900000,7,463,0,0,0,1,None,0,None,1083,4,0,AS_NEW
2548,9620,1,APARTMENT,465000,3,157,1,0,0,1,120.0,0,None,0,3,0,AS_NEW
2549,1040,0,APARTMENT_BLOCK,1499000,11,400,1,0,0,1,None,0,None,190,2,0,unknown
2550,1050,1,APARTMENT,325000,2,95,1,0,0,0,None,0,None,0,0,0,AS_NEW
2551,4500,0,VILLA,495000,3,230,1,0,0,1,None,1,None,5578,4,0,AS_NEW
2552,3120,0,HOUSE,525000,5,333,1,0,0,1,40.0,1,475.0,618,3,0,AS_NEW
2553,5060,0,HOUSE,209000,3,170,0,0,0,1,None,0,None,450,4,0,GOOD
2554,8780,0,HOUSE,283400,3,126,0,0,0,0,None,0,None,278,3,0,AS_NEW
2555,1850,0,HOUSE,490000,4,220,1,0,0,1,60.0,1,300.0,677,3,0,AS_NEW
2556,4100,1,APARTMENT,149000,2,64,1,0,0,1,16.0,0,None,0,1,0,unknown
2557,4000,1,APARTMENT,188500,1,62,1,0,0,1,4.0,0,None,0,3,0,AS_NEW
2558,1410,0,VILLA,1180000,5,280,1,0,0,0,None,0,None,2000,4,0,AS_NEW
2559,1030,1,APARTMENT,454000,3,148,1,0,0,1,11.0,0,None,0,0,0,AS_NEW
2560,1050,1,APARTMENT,1537000,2,160,1,0,0,1,91.0,0,None,0,2,0,AS_NEW
2561,8000,1,APARTMENT,259000,2,76,1,0,0,1,2.0,0,None,0,0,0,AS_NEW
2562,1410,0,VILLA,975000,4,319,1,0,0,1,None,1,1950.0,2785,4,1,AS_NEW
2563,9000,0,HOUSE,550000,4,295,1,0,0,1,None,0,None,262,0,0,unknown
2564,8300,1,APARTMENT,1795000,3,105,1,0,0,1,None,0,None,0,2,0,JUST_RENOVATED
2565,1030,1,APARTMENT,225000,1,60,0,0,0,0,None,0,None,0,4,0,unknown
2566,1050,1,APARTMENT,1100000,3,236,1,0,0,1,6.0,0,None,0,2,0,TO_RENOVATE
2567,9320,0,VILLA,619000,2,355,1,0,0,1,None,0,None,549,4,0,AS_NEW
2568,2018,1,APARTMENT,319000,3,102,1,0,0,1,12.0,0,None,0,0,0,AS_NEW
2569,1410,0,HOUSE,1150000,5,450,1,0,0,1,None,1,943.0,1393,4,1,GOOD
2570,2540,0,HOUSE,850000,8,420,1,0,0,1,None,1,None,585,0,0,GOOD
2571,8920,0,HOUSE,187000,4,149,0,0,0,0,None,0,None,734,2,0,unknown
2572,2000,1,APARTMENT,299000,2,85,1,0,0,0,None,0,None,0,0,0,AS_NEW
2573,1490,1,APARTMENT,200000,2,85,1,0,0,1,7.0,0,None,0,2,0,AS_NEW
2574,1435,1,APARTMENT,428000,2,117,1,0,0,1,37.0,0,None,0,2,0,AS_NEW
2575,9820,1,APARTMENT,268813,2,88,0,0,0,1,11.0,0,None,0,0,0,unknown
2576,4570,0,HOUSE,229500,3,120,1,0,0,1,80.0,1,450.0,844,3,0,GOOD
2577,8300,1,APARTMENT,1980000,3,202,1,0,0,0,None,0,None,0,3,1,AS_NEW
2578,5651,0,VILLA,698000,5,350,1,0,0,1,75.0,1,3000.0,5100,4,0,unknown
2579,1030,1,APARTMENT,252200,2,97,1,0,0,1,8.0,0,None,0,0,0,unknown
2580,9320,0,HOUSE,215000,3,205,1,0,0,0,None,1,70.0,188,0,0,TO_BE_DONE_UP
2581,4671,0,HOUSE,265000,3,130,0,0,0,1,17.0,1,64.0,0,2,0,AS_NEW
2582,1190,0,HOUSE,550000,4,173,1,0,0,0,None,1,40.0,80,2,0,JUST_RENOVATED
2583,7912,0,HOUSE,350000,4,210,1,0,0,1,None,0,None,700,3,0,GOOD
2584,4500,0,HOUSE,129000,3,127,0,0,0,1,20.0,0,None,100,3,0,TO_BE_DONE_UP
2585,9000,0,HOUSE,595000,3,230,1,0,0,1,35.0,1,None,305,0,0,AS_NEW
2586,1040,0,HOUSE,850000,6,253,1,0,0,0,None,1,80.0,162,2,0,GOOD
2587,1050,1,PENTHOUSE,1200000,3,190,1,0,0,1,32.0,0,None,0,2,0,GOOD
2588,6280,0,VILLA,448000,6,392,1,0,0,1,35.0,1,1500.0,1779,4,0,unknown
2589,1050,1,APARTMENT,585000,4,170,1,0,0,1,10.0,0,None,0,2,0,GOOD
2590,9000,0,HOUSE,590000,2,146,1,0,0,1,65.0,0,None,210,3,0,AS_NEW
2591,8430,0,HOUSE,389000,4,164,1,0,0,0,None,1,310.0,622,4,0,GOOD
2592,9940,1,APARTMENT,253995,2,91,1,0,0,1,23.0,1,None,0,2,0,AS_NEW
2593,3150,0,VILLA,595000,4,222,1,0,0,0,None,1,None,675,4,0,AS_NEW
2594,8560,1,APARTMENT,169000,1,35,1,0,0,1,4.0,1,None,0,0,0,AS_NEW
2595,1070,0,APARTMENT_BLOCK,855000,5,335,1,0,0,1,40.0,0,None,135,2,0,JUST_RENOVATED
2596,1180,0,HOUSE,449000,4,200,0,0,0,0,None,0,None,0,0,0,unknown
2597,1490,0,VILLA,850000,4,270,1,0,0,1,19.0,0,None,3414,4,0,AS_NEW
2598,1420,0,VILLA,520000,4,186,1,0,0,1,62.0,0,None,744,4,0,GOOD
2599,7370,1,LOFT,169500,3,137,1,0,0,0,None,1,None,0,0,0,AS_NEW
2600,1160,1,SERVICE_FLAT,295000,2,110,1,0,0,1,7.0,0,None,0,2,0,AS_NEW
2601,7100,1,APARTMENT,145000,3,77,1,0,0,0,None,0,None,0,2,0,GOOD
2602,4550,0,HOUSE,315000,3,206,0,0,0,1,30.0,0,None,750,3,0,unknown
2603,1070,1,APARTMENT,129000,1,63,0,0,0,1,12.0,0,None,0,2,0,AS_NEW
2604,6791,0,HOUSE,385000,4,168,1,0,0,1,1.0,0,None,1056,4,0,GOOD
2605,3040,0,HOUSE,349000,2,200,1,0,0,1,None,1,350.0,687,4,0,TO_RENOVATE
2606,8800,0,HOUSE,311500,3,148,0,0,0,0,None,0,None,278,3,0,AS_NEW
2607,4100,1,PENTHOUSE,289000,3,124,1,0,0,1,28.0,0,None,0,0,0,AS_NEW
2608,8370,0,HOUSE,765000,5,323,1,0,1,0,None,0,None,1120,4,0,GOOD
2609,6000,0,APARTMENT_BLOCK,298000,4,240,1,0,0,1,3.0,0,None,90,2,0,unknown
2610,7000,0,HOUSE,350000,3,176,1,0,0,0,None,1,2878.0,3037,4,0,GOOD
2611,5550,0,HOUSE,105000,2,150,1,0,0,1,None,1,None,190,2,0,TO_RENOVATE
2612,3740,1,APARTMENT,259650,2,82,1,0,0,1,15.0,0,None,0,3,0,JUST_RENOVATED
2613,1050,1,APARTMENT,750000,3,155,1,0,1,1,25.0,0,None,0,2,0,GOOD
2614,2018,0,HOUSE,295000,5,201,1,0,0,0,None,0,None,57,2,0,unknown
2615,8200,1,APARTMENT,265000,2,140,0,0,0,0,None,0,None,0,0,0,TO_BE_DONE_UP
2616,3300,0,HOUSE,239000,4,112,1,0,0,1,20.0,1,26.0,78,2,0,GOOD
2617,1150,1,FLAT_STUDIO,199000,1,60,1,1,0,1,None,1,40.0,0,4,0,GOOD
2618,4130,1,APARTMENT,259000,2,90,1,0,0,1,12.0,0,None,0,2,0,AS_NEW
2619,2140,1,APARTMENT,175000,2,90,0,0,0,1,10.0,0,None,0,2,0,TO_RENOVATE
2620,7500,0,HOUSE,445000,5,330,1,0,0,1,None,0,None,233,2,0,TO_BE_DONE_UP
2621,2870,0,HOUSE,309000,3,140,1,0,0,0,None,1,None,2132,4,0,TO_BE_DONE_UP
2622,1070,1,APARTMENT,235000,1,64,1,0,0,1,None,0,None,0,0,0,AS_NEW
2623,8900,0,HOUSE,195000,3,144,1,0,0,0,None,0,None,132,0,0,TO_BE_DONE_UP
2624,8434,1,APARTMENT,189000,1,59,1,0,0,0,None,1,50.0,0,2,0,unknown
2625,1060,1,APARTMENT,242500,3,79,1,0,0,1,12.0,0,None,0,2,0,AS_NEW
2626,1050,1,APARTMENT,435000,2,115,1,0,0,0,None,0,None,0,3,0,GOOD
2627,4100,1,APARTMENT,200000,2,98,1,0,0,1,8.0,0,None,0,3,0,GOOD
2628,4020,0,VILLA,495000,4,257,1,0,0,1,None,1,None,866,4,0,AS_NEW
2629,1180,0,EXCEPTIONAL_PROPERTY,1590000,5,510,1,0,0,1,11.0,1,250.0,439,2,0,AS_NEW
2630,1350,1,GROUND_FLOOR,199000,1,76,1,0,0,1,15.0,1,154.0,0,0,0,unknown
2631,1380,0,HOUSE,275000,3,125,1,0,0,1,12.0,0,None,525,3,0,TO_BE_DONE_UP
2632,8300,0,VILLA,1750000,6,300,0,0,0,0,None,0,None,410,4,0,unknown
2633,8710,0,HOUSE,220000,4,162,0,0,0,1,None,1,None,360,0,0,TO_BE_DONE_UP
2634,1030,1,APARTMENT,240000,2,95,1,0,1,1,6.0,0,None,0,4,0,GOOD
2635,8780,0,HOUSE,283700,3,126,0,0,0,0,None,0,None,284,3,0,AS_NEW
2636,2640,1,APARTMENT,240000,3,116,1,0,0,1,6.0,0,None,0,2,0,GOOD
2637,9111,0,HOUSE,550000,5,210,0,0,0,1,None,0,None,970,0,0,AS_NEW
2638,9090,1,APARTMENT,530000,3,156,1,0,0,1,52.0,1,None,0,0,0,unknown
