,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
0,7700,HOUSE,HOUSE,165000,3,108,1,0,0,1,40,1,120,220,2,0,JUST_RENOVATED
2,4130,HOUSE,HOUSE,325000,3,131,1,0,0,1,,0,,533,4,0,GOOD
4,3290,HOUSE,HOUSE,295000,2,,1,0,0,1,,0,,123,2,0,
6,5030,HOUSE,EXCEPTIONAL_PROPERTY,695000,4,235,1,0,1,1,51,1,700,5784,4,0,GOOD
8,8200,HOUSE,HOUSE,495000,4,226,0,0,0,1,,1,,500,,0,AS_NEW
10,5575,HOUSE,HOUSE,175000,3,98,1,0,0,0,,0,,0,2,0,TO_BE_DONE_UP
12,1050,HOUSE,MIXED_USE_BUILDING,1600000,5,400,1,0,0,1,,0,,155,2,0,GOOD
14,8420,APARTMENT,APARTMENT,285000,2,77,1,0,0,1,,1,,,,0,AS_NEW
16,9600,HOUSE,HOUSE,75000,2,150,0,0,0,0,,1,,320,2,0,TO_RENOVATE
18,5530,HOUSE,VILLA,330000,5,155,1,0,1,0,,1,280,6300,3,0,AS_NEW
20,1701,HOUSE,MIXED_USE_BUILDING,249000,2,94,0,0,0,0,,0,,0,,0,
22,8020,HOUSE,HOUSE,320000,3,,1,0,0,0,,1,,217,,0,AS_NEW
24,8880,HOUSE,HOUSE,358500,3,,1,0,0,0,,0,,379,3,0,AS_NEW
26,1490,HOUSE,HOUSE,230000,3,110,1,0,0,1,23,0,,187,2,0,TO_BE_DONE_UP
28,9052,HOUSE,HOUSE,245000,2,160,1,0,0,1,,0,,150,3,0,GOOD
30,9700,APARTMENT,APARTMENT,249000,2,97,1,0,0,0,,0,,,4,0,GOOD
32,4550,HOUSE,HOUSE,349000,4,260,0,0,0,1,,1,,8682,4,0,TO_BE_DONE_UP
34,3001,APARTMENT,KOT,163000,0,19,0,1,0,0,,1,,,,0,
36,7370,HOUSE,HOUSE,120000,3,134,1,0,0,1,,0,,280,2,0,TO_BE_DONE_UP
38,7700,HOUSE,HOUSE,99000,2,128,0,0,0,0,,0,,147,2,0,TO_RENOVATE
40,4520,HOUSE,HOUSE,169000,2,120,1,0,0,1,12,1,180,319,3,0,GOOD
42,1050,HOUSE,MANSION,575000,4,234,0,0,0,1,14,1,50,100,2,0,TO_RENOVATE
44,7700,HOUSE,HOUSE,139000,2,90,1,0,0,1,10,1,114,184,2,0,JUST_RENOVATED
46,3511,HOUSE,HOUSE,180000,5,192,0,0,0,0,,0,,1804,4,0,
48,1400,HOUSE,HOUSE,182900,1,135,0,0,0,0,,0,,84,2,0,JUST_RENOVATED
50,6044,HOUSE,HOUSE,215000,3,132,0,0,0,1,10,1,400,497,2,0,
52,9900,HOUSE,HOUSE,438510,3,231,0,0,0,0,,0,,360,3,0,
54,4000,HOUSE,APARTMENT_BLOCK,260000,4,185,0,0,0,0,,0,,43,2,0,TO_BE_DONE_UP
56,1000,APARTMENT,APARTMENT,645000,2,140,0,0,0,1,16,0,,,2,0,AS_NEW
58,9280,APARTMENT,APARTMENT,225000,2,92,1,0,0,0,,0,,,,0,AS_NEW
60,8370,APARTMENT,APARTMENT,345000,2,85,1,0,0,1,,0,,,2,0,
62,9690,HOUSE,HOUSE,249000,2,186,1,1,0,0,,1,,157,3,0,
64,9300,APARTMENT,APARTMENT,239500,2,91,0,0,0,1,13,1,,,,0,
66,1560,HOUSE,BUNGALOW,520000,2,152,1,0,0,1,,0,,1049,4,0,GOOD
68,9620,HOUSE,HOUSE,249000,4,220,0,0,0,0,,0,,62,,0,GOOD
70,9500,HOUSE,HOUSE,189000,3,100,1,0,0,1,15,1,250,338,2,0,
72,8470,APARTMENT,APARTMENT,169000,3,,1,0,0,0,,0,,,2,0,TO_RENOVATE
74,1050,HOUSE,HOUSE,595000,3,170,1,0,0,1,12,0,,100,2,0,TO_BE_DONE_UP
76,9600,HOUSE,HOUSE,210000,3,200,0,0,1,0,,0,,119,,0,AS_NEW
78,3090,APARTMENT,APARTMENT,239000,1,85,1,0,0,0,,0,,,3,0,GOOD
80,8434,APARTMENT,FLAT_STUDIO,114000,1,33,1,1,0,0,,0,,,2,0,GOOD
82,9032,APARTMENT,PENTHOUSE,349000,2,106,1,0,0,1,27,0,,,,0,AS_NEW
84,6030,HOUSE,HOUSE,277300,3,141,1,0,0,1,,1,116,205,3,0,AS_NEW
86,9200,APARTMENT,DUPLEX,264000,3,108,1,0,0,1,,0,,,,0,AS_NEW
88,8530,HOUSE,HOUSE,235000,3,215,1,0,0,1,,0,,191,2,0,JUST_RENOVATED
90,8000,APARTMENT,PENTHOUSE,745000,2,183,1,0,0,0,,0,,,2,0,AS_NEW
92,1325,HOUSE,VILLA,545000,4,168,1,0,0,1,30,1,1080,1080,4,0,AS_NEW
94,1640,HOUSE,HOUSE,335000,3,125,1,0,0,1,35,1,185,340,2,0,TO_RENOVATE
96,4633,APARTMENT,APARTMENT,285000,2,110,1,0,0,1,,0,,,,0,
98,8790,APARTMENT,APARTMENT,249000,1,75,0,0,0,1,20,0,,,4,0,
100,6830,HOUSE,HOUSE,625000,6,340,1,0,0,1,,0,,1950,4,0,GOOD
102,2660,HOUSE,TOWN_HOUSE,375000,3,194,1,0,0,0,,1,126,243,2,0,AS_NEW
104,1060,HOUSE,APARTMENT_BLOCK,2190000,10,680,1,0,0,1,5,0,,125,2,0,JUST_RENOVATED
106,8400,HOUSE,HOUSE,295000,3,228,1,0,0,1,20,1,50,129,2,0,AS_NEW
108,6940,HOUSE,HOUSE,425000,6,160,1,1,0,0,,0,,1216,4,0,GOOD
110,4020,HOUSE,HOUSE,289000,8,275,1,0,0,1,30,0,,0,2,0,TO_BE_DONE_UP
112,1000,APARTMENT,APARTMENT,252000,1,75,1,0,0,1,5,0,,,,0,AS_NEW
114,1030,APARTMENT,FLAT_STUDIO,140000,0,32,1,0,0,1,8,0,,,,0,GOOD
116,1840,APARTMENT,APARTMENT,158500,1,55,0,0,0,1,,1,,,,0,
118,1702,HOUSE,TOWN_HOUSE,399000,4,183,1,0,0,0,,1,51,225,2,0,GOOD
120,5100,APARTMENT,APARTMENT,200000,2,80,1,0,0,0,,0,,,2,0,AS_NEW
122,2000,APARTMENT,APARTMENT,485000,3,119,1,0,0,1,15,1,,,2,0,AS_NEW
124,4317,APARTMENT,APARTMENT,175000,3,114,1,0,0,0,,0,,,3,0,GOOD
126,3640,APARTMENT,GROUND_FLOOR,318000,2,120,1,0,0,1,50,0,,,3,0,AS_NEW
128,1030,APARTMENT,GROUND_FLOOR,590000,2,200,1,0,0,1,20,1,310,,2,0,GOOD
130,1180,APARTMENT,APARTMENT,330000,2,104,1,0,0,0,,0,,,4,0,GOOD
132,1050,APARTMENT,FLAT_STUDIO,195000,1,45,1,1,0,1,3,0,,,2,0,GOOD
134,1770,APARTMENT,DUPLEX,278000,2,99,1,0,0,1,14,0,,,2,0,
136,7830,HOUSE,VILLA,340000,3,150,1,0,0,1,30,1,512,572,4,0,AS_NEW
138,8434,APARTMENT,APARTMENT,614000,2,74,1,0,0,0,,0,,,2,0,AS_NEW
140,1050,APARTMENT,APARTMENT,1839000,3,203,1,0,0,1,76,0,,,2,0,AS_NEW
142,5580,HOUSE,HOUSE,180000,4,187,1,0,1,0,,1,615,802,2,0,GOOD
144,4020,HOUSE,HOUSE,399000,3,305,1,0,0,1,65,1,460,1313,4,0,GOOD
146,2960,HOUSE,VILLA,1350000,18,770,0,0,1,1,,1,,21150,4,0,
148,2000,APARTMENT,APARTMENT,490000,2,100,1,0,0,1,22,0,,,2,0,AS_NEW
150,2830,HOUSE,VILLA,560000,3,660,1,0,0,1,60,1,1,2200,4,0,TO_RENOVATE
152,8434,APARTMENT,APARTMENT,154000,1,50,1,1,0,0,,0,,,2,0,GOOD
154,8301,APARTMENT,APARTMENT,795000,2,102,1,0,0,1,,0,,,2,0,
156,1180,APARTMENT,APARTMENT,625000,3,200,1,0,0,1,,0,,,3,0,AS_NEW
158,1180,APARTMENT,APARTMENT,1400000,5,400,1,0,1,1,35,0,,,3,0,GOOD
160,8940,HOUSE,HOUSE,349000,3,655,1,0,1,1,30,1,450,655,4,0,AS_NEW
162,8300,APARTMENT,APARTMENT,995000,3,95,1,1,0,1,,0,,,2,0,JUST_RENOVATED
164,1200,APARTMENT,APARTMENT,320000,2,85,1,0,0,0,,0,,,,0,AS_NEW
166,8370,APARTMENT,APARTMENT,280000,2,,1,0,0,1,,0,,,,0,GOOD
168,2000,APARTMENT,LOFT,325000,1,70,1,0,0,0,,0,,,2,0,AS_NEW
170,8620,APARTMENT,APARTMENT,340000,1,52,1,0,0,1,1,0,,,2,0,JUST_RENOVATED
172,1050,APARTMENT,DUPLEX,275000,2,78,1,0,0,1,2,0,,,2,0,AS_NEW
174,1200,HOUSE,HOUSE,720000,5,220,1,0,0,0,,1,40,163,2,0,AS_NEW
176,7120,APARTMENT,APARTMENT,159000,1,115,1,0,0,1,,0,,,2,0,JUST_RENOVATED
178,1180,APARTMENT,APARTMENT,349900,3,131,1,0,0,1,34,0,,,2,0,AS_NEW
180,3300,APARTMENT,APARTMENT,199000,2,76,1,0,0,1,3,0,,,2,0,GOOD
182,8400,APARTMENT,APARTMENT,345000,2,102,1,0,0,1,44,0,,,2,1,AS_NEW
184,2880,HOUSE,VILLA,645000,4,300,1,0,1,1,100,1,500,1361,4,0,AS_NEW
186,9400,HOUSE,VILLA,549000,4,300,1,0,0,1,20,1,2500,3097,4,0,AS_NEW
188,8300,APARTMENT,APARTMENT,699000,2,76,1,0,0,1,5,0,,,2,0,GOOD
190,6870,HOUSE,HOUSE,178000,3,539,1,0,0,1,44,0,,690,2,0,TO_BE_DONE_UP
192,8870,HOUSE,HOUSE,80500,2,,0,0,0,0,,0,,542,2,0,TO_RENOVATE
194,9255,HOUSE,HOUSE,333200,3,189,1,0,0,0,,0,,450,3,0,AS_NEW
196,3000,HOUSE,HOUSE,600000,3,143,0,0,0,0,,0,,65,,0,JUST_RENOVATED
198,2800,HOUSE,APARTMENT_BLOCK,718000,4,458,1,0,0,1,41,0,,235,2,0,TO_RENOVATE
200,2800,HOUSE,HOUSE,249000,3,105,0,0,0,1,12,1,12,65,1,0,AS_NEW
202,1640,HOUSE,HOUSE,365000,3,132,1,0,0,1,25,1,200,304,2,0,TO_BE_DONE_UP
204,1050,HOUSE,MANSION,2100000,5,320,1,0,0,1,,0,,630,2,0,GOOD
206,3950,HOUSE,HOUSE,250000,3,175,1,0,0,1,100,1,700,1180,4,0,TO_BE_DONE_UP
208,6000,HOUSE,HOUSE,330000,4,255,1,0,0,1,,0,,930,2,0,GOOD
210,8020,HOUSE,HOUSE,320000,3,,1,0,0,0,,1,,217,,0,AS_NEW
212,2870,HOUSE,VILLA,595000,4,200,1,0,0,1,,1,,911,,1,AS_NEW
214,8800,HOUSE,HOUSE,253300,3,140,0,0,0,0,,0,,261,3,0,AS_NEW
216,6690,HOUSE,HOUSE,149000,4,175,1,0,0,0,,1,,310,3,0,TO_RENOVATE
218,7370,HOUSE,HOUSE,120000,2,140,1,0,0,1,,0,,17,3,0,AS_NEW
220,3001,APARTMENT,KOT,163000,0,18,0,1,0,0,,1,,,,0,
222,1470,HOUSE,HOUSE,170000,4,144,0,0,0,1,20,0,,128,2,0,JUST_RENOVATED
224,4608,APARTMENT,APARTMENT,243500,3,100,1,0,0,1,,0,,,3,0,AS_NEW
226,1000,HOUSE,APARTMENT_BLOCK,710000,1,325,1,0,0,0,,1,,97,2,0,
228,1080,APARTMENT,APARTMENT,275000,2,98,1,0,0,1,4,0,,,2,0,AS_NEW
230,9920,HOUSE,HOUSE,345000,2,138,1,0,0,1,,0,,540,,0,GOOD
232,2221,HOUSE,HOUSE,429000,3,182,1,0,0,0,,0,,1317,4,0,
234,4000,HOUSE,APARTMENT_BLOCK,249000,3,130,0,0,0,0,,0,,0,2,0,GOOD
236,6140,HOUSE,HOUSE,219900,3,204,1,0,0,1,,0,,300,2,0,
238,9660,HOUSE,HOUSE,649000,4,254,1,0,1,1,25,1,,2330,2,0,
240,8400,APARTMENT,APARTMENT,289000,2,85,1,0,0,1,3,0,,,,0,AS_NEW
242,9000,HOUSE,HOUSE,249900,3,140,1,0,0,0,,1,18,80,2,0,TO_BE_DONE_UP
244,1180,APARTMENT,PENTHOUSE,1850000,4,300,1,0,1,0,,0,,,4,0,AS_NEW
246,2610,HOUSE,HOUSE,192000,2,150,1,0,0,0,,0,,230,2,0,
248,8370,APARTMENT,APARTMENT,365000,2,85,1,0,0,1,,0,,,2,0,
250,4130,HOUSE,HOUSE,110000,2,90,1,0,0,1,,1,145,198,3,0,
252,1050,APARTMENT,PENTHOUSE,590000,2,95,1,0,0,1,35,0,,,3,0,GOOD
254,4041,APARTMENT,APARTMENT,158000,2,65,1,0,0,1,19,0,,,3,0,AS_NEW
256,4690,HOUSE,FARMHOUSE,438000,4,320,1,0,0,0,,1,1000,2100,4,0,GOOD
258,8530,HOUSE,HOUSE,195000,4,185,1,0,0,1,,1,,268,,0,TO_BE_DONE_UP
260,9620,HOUSE,HOUSE,249000,4,305,1,0,0,0,,0,,1352,2,0,TO_RENOVATE
262,8620,APARTMENT,APARTMENT,775000,3,100,1,0,0,1,10,0,,,,0,AS_NEW
264,9320,HOUSE,HOUSE,439000,3,220,1,0,0,1,40,1,115,253,3,0,AS_NEW
266,1070,APARTMENT,APARTMENT,240000,2,88,1,0,0,1,5,1,500,,,0,AS_NEW
268,9600,HOUSE,HOUSE,315000,3,150,1,0,0,0,,0,,459,3,0,AS_NEW
270,1930,HOUSE,HOUSE,564000,3,196,1,0,1,1,31,1,497,654,4,0,GOOD
272,1030,APARTMENT,APARTMENT,252200,2,97,1,0,0,1,8,0,,,,0,
274,8434,HOUSE,HOUSE,295000,4,160,1,0,0,1,40,1,114,202,2,0,AS_NEW
276,9600,HOUSE,HOUSE,179500,4,169,1,0,0,1,30,1,479,579,2,0,GOOD
278,9400,HOUSE,VILLA,415000,3,,1,0,0,0,,1,,825,4,0,GOOD
280,3460,HOUSE,HOUSE,350000,3,205,1,0,0,0,,1,700,844,4,0,AS_NEW
282,9660,HOUSE,HOUSE,232000,3,182,1,0,0,0,,1,,280,,0,TO_BE_DONE_UP
284,8300,APARTMENT,DUPLEX,649000,3,139,1,0,0,1,15,1,,,,0,
286,9000,APARTMENT,APARTMENT,325000,3,102,1,0,0,1,4,0,,,2,0,TO_BE_DONE_UP
288,8400,HOUSE,HOUSE,150000,4,180,0,0,0,0,,0,,105,2,0,
290,4000,HOUSE,APARTMENT_BLOCK,189000,7,264,1,0,0,1,6,0,,100,2,0,
292,8531,HOUSE,HOUSE,235000,5,173,0,0,0,0,,0,,415,,0,TO_BE_DONE_UP
294,9000,APARTMENT,APARTMENT,210000,1,42,1,0,0,0,,0,,,2,0,GOOD
296,1030,APARTMENT,APARTMENT,265000,2,67,1,1,0,0,,0,,,,0,GOOD
298,7850,APARTMENT,APARTMENT,169500,2,106,1,0,0,0,,0,,,2,0,
300,1410,APARTMENT,APARTMENT,645000,3,192,1,0,0,1,10,0,,,2,0,GOOD
302,2000,APARTMENT,APARTMENT,329000,2,135,1,0,0,0,,0,,,2,0,GOOD
304,1410,APARTMENT,APARTMENT,285000,2,81,1,0,0,1,6,0,,,,0,GOOD
306,4500,APARTMENT,APARTMENT,149000,2,134,1,0,0,1,6,0,,,2,0,JUST_RENOVATED
308,1180,HOUSE,HOUSE,2250000,4,470,1,0,0,1,50,1,2500,3100,4,0,GOOD
310,8570,HOUSE,APARTMENT_BLOCK,1855000,13,810,1,0,0,0,,1,,898,3,0,AS_NEW
312,1080,APARTMENT,APARTMENT,259000,3,115,1,0,1,1,15,0,,,3,0,AS_NEW
314,1340,APARTMENT,APARTMENT,350000,2,97,1,0,0,1,23,0,,,3,0,
316,7500,HOUSE,HOUSE,585000,5,306,1,0,1,1,,0,,185,,0,AS_NEW
318,8755,APARTMENT,APARTMENT,285000,2,99,1,0,0,0,,1,,,2,0,AS_NEW
320,1090,APARTMENT,FLAT_STUDIO,115000,0,35,0,0,0,0,,0,,,,0,TO_BE_DONE_UP
322,8600,APARTMENT,APARTMENT,178500,2,71,1,0,0,0,,1,13,,3,0,GOOD
324,8800,APARTMENT,APARTMENT,237000,2,101,1,0,0,1,6,0,,,,0,
326,9550,HOUSE,HOUSE,289000,3,,1,0,0,1,,0,,666,3,0,AS_NEW
328,1180,APARTMENT,APARTMENT,839000,3,227,1,0,1,1,30,1,90,,2,0,AS_NEW
330,4520,APARTMENT,DUPLEX,275000,3,132,1,0,0,1,64,0,,,4,0,AS_NEW
332,1081,APARTMENT,APARTMENT,160000,1,63,1,0,0,0,,1,,,,0,TO_BE_DONE_UP
334,4000,APARTMENT,APARTMENT,365000,2,112,1,0,0,0,,0,,,2,0,JUST_RENOVATED
336,9880,APARTMENT,APARTMENT,495000,2,162,1,0,0,1,,1,,,,0,
338,2000,APARTMENT,APARTMENT,495000,2,110,1,0,0,1,44,1,,,2,0,AS_NEW
340,8000,HOUSE,HOUSE,399000,3,126,1,0,0,1,30,1,25,88,2,0,JUST_RENOVATED
342,4500,APARTMENT,APARTMENT,208000,2,90,0,0,0,1,10,0,,,,0,
344,9200,APARTMENT,PENTHOUSE,299000,3,137,1,0,0,1,8,0,,,2,0,
346,5530,HOUSE,VILLA,249000,4,150,0,0,1,0,,0,,1687,4,0,TO_BE_DONE_UP
348,6224,HOUSE,HOUSE,180000,5,157,1,0,0,1,17,1,535,650,2,0,TO_RENOVATE
350,9800,APARTMENT,APARTMENT,284500,2,94,1,0,0,1,11,1,,,,0,
352,1040,APARTMENT,APARTMENT,790000,4,232,1,0,0,0,,0,,,3,0,AS_NEW
354,9700,HOUSE,HOUSE,295000,3,107,1,0,0,0,,1,,0,2,0,AS_NEW
356,1200,HOUSE,TOWN_HOUSE,749000,4,170,1,0,0,1,40,1,95,310,3,0,AS_NEW
358,9052,APARTMENT,APARTMENT,325000,2,94,1,0,0,1,,0,,,3,0,
360,1000,APARTMENT,APARTMENT,335000,1,71,0,0,0,1,4,0,,,2,0,
362,3000,APARTMENT,DUPLEX,289000,2,132,1,0,0,1,5,0,,,2,0,TO_RENOVATE
364,9000,HOUSE,HOUSE,339000,3,165,1,0,0,1,10,1,51,121,2,0,GOOD
366,1180,APARTMENT,APARTMENT,340500,2,95,1,0,0,1,10,0,,,4,0,
368,1180,APARTMENT,APARTMENT,1100000,2,166,1,0,0,1,52,0,,,3,0,AS_NEW
370,1310,HOUSE,HOUSE,720000,5,285,1,0,0,1,50,1,962,962,4,0,GOOD
372,2000,APARTMENT,APARTMENT,665000,3,200,0,0,0,1,15,0,,,2,0,AS_NEW
374,9910,HOUSE,HOUSE,368000,3,194,0,0,0,0,,1,,508,,0,AS_NEW
376,2020,APARTMENT,APARTMENT,205000,2,80,1,0,0,1,2,0,,,2,0,GOOD
378,1410,HOUSE,VILLA,1090000,5,407,1,0,0,1,45,0,,775,4,0,AS_NEW
380,9400,HOUSE,VILLA,349000,3,200,1,0,0,1,24,1,300,628,4,0,JUST_RENOVATED
382,2610,HOUSE,VILLA,1385000,4,413,1,0,1,0,,1,900,1443,4,0,AS_NEW
384,3210,HOUSE,HOUSE,659000,5,208,1,0,1,1,27,0,,371,3,0,AS_NEW
386,1703,HOUSE,HOUSE,335000,3,180,1,0,0,1,,0,,397,4,0,
388,2845,HOUSE,HOUSE,123000,1,95,1,0,0,0,,0,,0,2,0,TO_RENOVATE
390,9506,HOUSE,VILLA,549000,4,300,1,0,0,1,20,1,2500,3097,4,0,AS_NEW
392,1380,HOUSE,VILLA,2450000,8,730,1,0,1,0,,0,,3000,,1,GOOD
394,1370,HOUSE,HOUSE,40000,3,236,1,0,0,1,,1,,2090,4,0,GOOD
396,2870,HOUSE,VILLA,595000,4,200,1,0,0,1,,1,,911,,1,AS_NEW
398,4041,HOUSE,EXCEPTIONAL_PROPERTY,699000,3,491,1,1,0,1,70,1,651,864,4,1,GOOD
400,2600,HOUSE,HOUSE,335000,3,141,1,0,0,1,14,0,,60,2,0,AS_NEW
402,1400,HOUSE,MIXED_USE_BUILDING,159000,2,120,1,0,0,0,,0,,40,2,0,GOOD
404,4000,HOUSE,HOUSE,249000,3,130,0,0,0,0,,0,,0,2,0,GOOD
406,3320,HOUSE,HOUSE,324000,4,187,1,0,1,1,31,1,567,702,3,0,AS_NEW
408,9420,APARTMENT,APARTMENT,249850,2,80,1,0,0,1,,0,,,,0,AS_NEW
410,3001,APARTMENT,KOT,167000,0,21,0,1,0,0,,1,,,,0,
412,4101,HOUSE,HOUSE,170000,2,93,1,0,0,1,20,0,,79,2,0,GOOD
414,6140,HOUSE,HOUSE,219900,3,190,1,0,0,1,,0,,0,2,0,GOOD
416,9660,HOUSE,HOUSE,239000,4,438,1,0,0,1,,0,,384,,0,TO_RENOVATE
418,1150,APARTMENT,APARTMENT,499000,2,115,1,0,0,1,9,0,,,2,0,AS_NEW
420,1410,HOUSE,HOUSE,349000,3,112,1,0,0,1,12,1,,148,2,0,TO_BE_DONE_UP
422,4100,HOUSE,HOUSE,249500,3,160,1,0,0,1,20,1,900,1025,2,0,GOOD
424,1150,HOUSE,HOUSE,650000,5,204,1,0,0,1,,1,50,131,2,0,TO_RENOVATE
426,8000,APARTMENT,APARTMENT,245000,1,82,1,0,0,0,,0,,,,0,AS_NEW
428,1300,APARTMENT,APARTMENT,295000,3,107,1,0,0,1,10,0,,,3,0,AS_NEW
430,1400,HOUSE,HOUSE,250000,3,125,1,0,0,0,,0,,130,2,0,GOOD
432,2610,HOUSE,MANSION,447000,4,180,1,0,0,0,,1,40,125,1,0,JUST_RENOVATED
434,2460,HOUSE,HOUSE,195000,3,,1,0,0,0,,0,,767,4,0,
436,1000,APARTMENT,PENTHOUSE,595000,2,102,1,0,0,1,30,0,,,3,0,GOOD
438,8434,APARTMENT,APARTMENT,158000,1,30,0,1,0,0,,0,,,2,0,GOOD
440,1420,HOUSE,HOUSE,440000,5,170,1,0,0,1,30,1,200,329,2,0,GOOD
442,4000,HOUSE,HOUSE,109000,3,140,0,0,0,1,10,1,250,316,3,0,TO_RENOVATE
444,9500,HOUSE,HOUSE,119000,4,165,0,0,0,1,,0,,55,2,0,
446,1000,APARTMENT,APARTMENT,255000,1,68,1,0,0,1,5,0,,,,0,AS_NEW
448,8660,APARTMENT,APARTMENT,365000,3,127,1,0,0,1,20,0,,,2,0,GOOD
450,6220,HOUSE,HOUSE,199000,3,140,0,0,1,0,,0,,0,,0,TO_BE_DONE_UP
452,1060,APARTMENT,APARTMENT,265000,2,80,1,0,0,0,,0,,,,0,
454,8020,HOUSE,VILLA,419000,4,170,0,0,0,1,,0,,546,,0,
456,1050,APARTMENT,APARTMENT,650000,2,172,1,0,0,1,,0,,,2,0,TO_BE_DONE_UP
458,4000,APARTMENT,APARTMENT,830000,2,280,1,0,0,1,38,0,,,,0,AS_NEW
460,1070,APARTMENT,DUPLEX,265000,3,113,1,0,0,0,,0,,,2,0,GOOD
462,1083,APARTMENT,APARTMENT,240000,3,108,1,0,1,1,11,0,,,2,0,TO_BE_DONE_UP
464,9400,APARTMENT,APARTMENT,170000,1,,0,0,0,0,,1,,,2,0,
466,8870,HOUSE,HOUSE,585000,3,600,1,0,0,1,,1,,751,,0,GOOD
468,8434,APARTMENT,FLAT_STUDIO,105000,0,37,0,1,0,1,4,0,,,,0,GOOD
470,8630,HOUSE,HOUSE,295000,3,145,1,0,0,1,,0,,290,3,0,AS_NEW
472,8790,HOUSE,HOUSE,329000,2,126,1,0,0,1,13,0,,126,4,0,AS_NEW
474,9600,HOUSE,HOUSE,199900,4,110,1,0,0,0,,0,,70,2,0,GOOD
476,1150,HOUSE,HOUSE,5950000,6,751,1,0,0,1,114,0,,3200,4,1,AS_NEW
478,4000,HOUSE,HOUSE,189000,7,264,1,0,0,1,6,0,,100,2,0,
480,9230,HOUSE,HOUSE,235000,3,109,1,0,0,1,,0,,119,2,0,GOOD
482,1340,APARTMENT,DUPLEX,350000,2,110,1,0,0,1,,0,,,,0,AS_NEW
484,1495,HOUSE,HOUSE,277500,4,130,0,0,0,0,,1,1,766,4,0,
486,6211,HOUSE,HOUSE,350000,4,222,1,0,0,1,,1,,642,3,0,JUST_RENOVATED
488,1070,APARTMENT,APARTMENT,335000,3,125,1,0,0,1,17,0,,,4,0,AS_NEW
490,4040,HOUSE,HOUSE,235000,4,110,1,0,0,1,30,1,150,572,4,0,GOOD
492,1180,HOUSE,HOUSE,2490000,6,900,0,0,1,1,100,0,,1200,4,0,AS_NEW
494,9000,HOUSE,MIXED_USE_BUILDING,585000,7,160,0,0,0,0,,1,,100,2,0,GOOD
496,1701,HOUSE,MIXED_USE_BUILDING,290000,2,107,0,0,0,0,,0,,0,,0,
498,2060,APARTMENT,APARTMENT,329000,2,135,1,0,0,0,,0,,,2,0,GOOD
500,1150,APARTMENT,APARTMENT,650000,2,180,1,0,0,1,30,0,,,3,0,AS_NEW
502,8755,HOUSE,HOUSE,399000,3,140,1,0,0,1,,1,,619,,0,AS_NEW
504,9032,APARTMENT,APARTMENT,285000,2,95,1,0,0,1,9,0,,,,0,AS_NEW
506,9040,APARTMENT,APARTMENT,275000,2,80,1,0,0,1,9,0,,,2,0,GOOD
508,2000,APARTMENT,APARTMENT,495000,2,110,1,0,0,1,44,1,,,2,0,AS_NEW
510,7080,HOUSE,HOUSE,125000,4,157,1,0,0,1,,0,,231,3,0,TO_BE_DONE_UP
512,7000,APARTMENT,APARTMENT,119000,2,117,1,0,0,0,,0,,,3,0,GOOD
514,9190,APARTMENT,APARTMENT,239000,2,104,1,0,0,1,4,0,,,,0,
516,3020,HOUSE,EXCEPTIONAL_PROPERTY,595000,3,161,1,1,0,1,,0,,280,4,0,AS_NEW
518,8301,APARTMENT,APARTMENT,345000,2,82,1,1,0,0,,1,,,,0,AS_NEW
520,8400,APARTMENT,APARTMENT,375000,2,117,1,0,0,1,33,0,,,2,0,AS_NEW
522,5580,HOUSE,HOUSE,300000,4,240,1,0,1,1,15,1,1600,1746,4,0,TO_BE_DONE_UP
524,1180,APARTMENT,APARTMENT,790000,3,180,1,0,0,1,10,0,,,,0,JUST_RENOVATED
526,6441,APARTMENT,GROUND_FLOOR,180000,2,110,1,0,0,1,50,1,100,,3,1,GOOD
528,7860,HOUSE,HOUSE,182000,3,140,1,0,0,0,,0,,220,3,0,TO_BE_DONE_UP
530,1420,APARTMENT,APARTMENT,285000,2,81,1,0,0,1,6,0,,,,0,GOOD
532,9050,HOUSE,HOUSE,340000,4,159,0,0,0,0,,0,,105,3,0,
534,1050,HOUSE,MIXED_USE_BUILDING,2750000,0,550,1,0,0,1,20,1,50,512,2,0,GOOD
536,1040,APARTMENT,LOFT,435000,1,125,1,0,0,1,16,1,45,,,0,AS_NEW
538,6840,HOUSE,APARTMENT_BLOCK,249999,5,600,1,0,0,1,60,0,,460,2,0,AS_NEW
540,1030,APARTMENT,APARTMENT,335000,2,110,1,0,0,0,,0,,,,0,
542,1340,APARTMENT,FLAT_STUDIO,160000,1,21,1,1,0,0,,0,,,,0,AS_NEW
544,6900,HOUSE,HOUSE,45000,3,125,1,0,0,1,,0,,3000,4,0,AS_NEW
546,2018,APARTMENT,APARTMENT,665000,3,200,0,0,0,1,15,0,,,2,0,AS_NEW
548,7134,HOUSE,HOUSE,165000,3,110,1,0,0,0,,1,,330,2,0,AS_NEW
550,1880,HOUSE,HOUSE,250000,1,126,1,0,0,0,,0,,1185,4,0,GOOD
552,8300,APARTMENT,APARTMENT,185000,2,,0,0,0,0,,1,,,,0,TO_BE_DONE_UP
554,2018,APARTMENT,APARTMENT,595000,2,170,1,0,1,1,4,0,,,2,0,AS_NEW
