,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
18158,1421,HOUSE,VILLA,495000,4,178,1,0,0,1,14,1,,986,,0,GOOD
18160,7141,HOUSE,HOUSE,89000,2,108,1,0,0,1,,0,,0,2,0,TO_BE_DONE_UP
18162,8490,APARTMENT,APARTMENT,351000,2,128,1,0,0,1,32,0,,,3,0,
18164,8470,HOUSE,VILLA,1495000,3,642,1,0,0,1,,1,,5924,,0,GOOD
18166,2340,HOUSE,HOUSE,367500,3,215,1,0,0,0,,0,,330,3,0,AS_NEW
18168,6060,HOUSE,HOUSE,89000,2,66,1,0,0,1,17,1,1,195,2,0,
18170,3060,HOUSE,HOUSE,176000,2,,1,0,0,1,,0,,502,3,0,
18172,9700,APARTMENT,APARTMENT,220000,2,103,1,0,0,1,10,1,,,2,0,
18174,5060,HOUSE,HOUSE,155000,3,,0,0,0,1,,0,,0,3,0,
18176,3000,APARTMENT,FLAT_STUDIO,160000,0,34,0,0,0,0,,0,,,,0,GOOD
18178,1050,HOUSE,MANSION,4250000,16,1200,0,0,0,1,30,0,,700,2,0,AS_NEW
18180,2160,APARTMENT,APARTMENT,199000,2,93,1,0,0,1,4,0,,,2,0,GOOD
18182,8900,HOUSE,HOUSE,285000,3,145,0,0,0,0,,1,,219,,0,
18184,1210,APARTMENT,FLAT_STUDIO,139000,1,30,1,0,0,1,6,0,,,4,0,GOOD
18186,8370,APARTMENT,APARTMENT,165000,2,73,0,0,0,1,,0,,,,0,
18188,3210,HOUSE,HOUSE,485000,6,320,0,0,0,0,,1,,3835,,0,TO_BE_DONE_UP
18190,9000,APARTMENT,APARTMENT,429800,3,116,0,0,0,1,13,0,,,2,0,
18192,2000,HOUSE,APARTMENT_BLOCK,1250000,5,434,0,0,0,0,,0,,112,2,0,GOOD
18194,1160,APARTMENT,APARTMENT,380000,2,65,1,1,0,1,30,0,,,2,0,AS_NEW
18196,4100,APARTMENT,APARTMENT,210000,2,88,1,0,0,1,11,0,,,3,0,AS_NEW
18198,8434,APARTMENT,APARTMENT,159000,2,61,1,0,0,0,,0,,,2,0,TO_BE_DONE_UP
18200,4180,APARTMENT,DUPLEX,125000,2,,1,0,0,1,6,0,,,,0,AS_NEW
18202,9400,APARTMENT,APARTMENT,230000,2,,0,0,0,0,,1,,,2,0,
18204,8530,HOUSE,HOUSE,249990,1,254,0,0,0,0,,0,,254,,0,
18206,2630,HOUSE,VILLA,1250000,4,311,1,0,0,1,60,1,2000,3096,4,1,
18208,8310,HOUSE,HOUSE,268000,4,,0,0,0,1,,0,,115,2,0,
18210,9300,APARTMENT,LOFT,399000,2,183,1,0,0,1,12,0,,,3,0,GOOD
18212,1340,APARTMENT,PENTHOUSE,630000,204,204,0,0,0,0,,0,,,4,0,AS_NEW
18214,1332,APARTMENT,PENTHOUSE,940000,3,222,1,0,0,1,58,0,,,4,0,AS_NEW
18216,9700,APARTMENT,APARTMENT,248000,1,66,1,0,0,1,9,0,,,4,0,AS_NEW
18218,8680,APARTMENT,APARTMENT,159000,1,52,1,0,0,0,,0,,,,0,AS_NEW
18220,1120,APARTMENT,APARTMENT,265000,2,97,1,0,0,1,18,1,22,,2,0,
18222,8420,HOUSE,MANOR_HOUSE,1350000,4,338,0,0,0,0,,0,,2297,,0,
18224,8000,HOUSE,HOUSE,498000,0,190,0,0,0,0,,0,,160,,0,GOOD
18226,1600,HOUSE,APARTMENT_BLOCK,540000,0,200,1,0,0,0,,0,,0,,0,GOOD
18228,1070,APARTMENT,APARTMENT,219000,2,70,1,0,0,1,3,0,,,2,0,JUST_RENOVATED
18230,3570,HOUSE,VILLA,448000,4,202,1,0,0,1,,1,,586,4,0,AS_NEW
18232,8790,APARTMENT,APARTMENT,259800,2,91,1,0,0,1,20,1,127,,2,0,GOOD
18234,6224,HOUSE,HOUSE,110000,4,,0,0,0,0,,0,,70,2,0,
18236,1180,APARTMENT,DUPLEX,649000,2,,1,0,0,1,,0,,,,0,AS_NEW
18238,8860,APARTMENT,APARTMENT,249000,3,101,0,0,0,0,,0,,,2,0,GOOD
18240,8300,APARTMENT,APARTMENT,695000,2,75,0,0,0,0,,0,,,,0,
18242,1050,APARTMENT,PENTHOUSE,698250,2,107,0,0,0,1,15,1,,,2,0,AS_NEW
18244,1300,HOUSE,HOUSE,598000,4,356,0,0,0,0,,1,,700,4,0,
18246,8000,HOUSE,HOUSE,239000,3,124,0,0,0,0,,0,,140,2,0,
18248,1050,APARTMENT,APARTMENT,1950000,3,211,1,0,0,1,111,0,,,,0,AS_NEW
18250,7340,HOUSE,HOUSE,165000,2,145,1,0,0,1,43,1,,326,3,0,GOOD
18252,2880,HOUSE,HOUSE,90000,3,,0,0,0,0,,0,,351,3,0,
18254,8530,APARTMENT,GROUND_FLOOR,202500,2,,1,0,0,0,,1,45,,,0,
18256,8500,APARTMENT,APARTMENT,1250000,3,,0,0,0,0,,0,,,2,1,
18258,8500,HOUSE,VILLA,980000,8,528,0,0,0,0,,0,,1340,,0,
18260,9000,APARTMENT,APARTMENT,359000,2,92,1,0,0,1,12,0,,,4,0,AS_NEW
18262,3460,APARTMENT,APARTMENT,220000,2,82,0,0,0,1,8,0,,,3,0,AS_NEW
18264,1190,HOUSE,EXCEPTIONAL_PROPERTY,4950000,6,800,1,0,0,1,100,0,,4895,4,1,AS_NEW
18266,1640,HOUSE,EXCEPTIONAL_PROPERTY,3250000,5,545,1,0,0,1,70,1,1800,2003,4,1,AS_NEW
18268,9000,APARTMENT,APARTMENT,340000,3,87,1,0,0,1,11,0,,,2,0,AS_NEW
18270,9000,HOUSE,HOUSE,349000,3,153,1,0,0,1,22,1,24,70,1,0,JUST_RENOVATED
18272,8870,HOUSE,HOUSE,370000,3,381,0,0,0,0,,1,,543,2,0,
18274,1300,HOUSE,HOUSE,400000,6,220,1,0,0,1,,0,,0,,0,
18276,8000,HOUSE,HOUSE,339000,2,112,1,0,0,0,,0,,85,2,0,
18278,1150,APARTMENT,APARTMENT,595000,3,178,0,0,0,1,6,0,,,,0,JUST_RENOVATED
18280,6760,HOUSE,HOUSE,398000,5,215,1,0,0,0,,1,600,870,4,0,
18282,8370,APARTMENT,PENTHOUSE,339000,2,62,1,1,0,1,56,0,,,2,0,GOOD
18284,9000,HOUSE,HOUSE,637500,5,185,1,0,0,0,,0,,90,,0,AS_NEW
18286,7911,HOUSE,HOUSE,280000,4,250,1,0,1,1,,0,,1246,3,0,TO_BE_DONE_UP
18288,1070,APARTMENT,APARTMENT,576479,3,202,0,0,0,0,,0,,,3,0,
18290,9031,HOUSE,HOUSE,190000,2,,1,0,0,0,,0,,639,,0,
18292,8200,HOUSE,HOUSE,462800,2,127,0,0,0,0,,0,,221,,0,AS_NEW
18294,9000,APARTMENT,GROUND_FLOOR,348000,1,84,0,0,0,1,16,0,,,,0,AS_NEW
18296,7390,HOUSE,HOUSE,99000,2,90,0,0,0,1,20,0,,0,3,0,TO_BE_DONE_UP
18298,2880,APARTMENT,APARTMENT,309000,2,100,0,0,0,1,15,1,109,,,0,
18300,7622,HOUSE,HOUSE,52000,2,94,0,0,0,0,,0,,1984,4,0,TO_RENOVATE
18302,1440,HOUSE,HOUSE,340000,4,170,1,0,0,1,10,0,,170,3,0,AS_NEW
18304,8300,APARTMENT,APARTMENT,2290000,3,254,0,0,0,1,,0,,,,0,
18306,8800,APARTMENT,APARTMENT,223000,1,85,1,0,0,1,12,0,,,,0,
18308,1970,HOUSE,HOUSE,500000,5,210,1,0,0,1,30,1,150,300,,0,
18310,9420,APARTMENT,APARTMENT,283500,3,128,0,0,0,1,,0,,,3,0,AS_NEW
18312,1180,APARTMENT,APARTMENT,790000,3,180,1,0,0,1,,0,,,4,0,AS_NEW
18314,6660,HOUSE,CASTLE,2800000,6,1200,0,0,0,0,,1,,16860,,0,JUST_RENOVATED
18316,6767,HOUSE,MIXED_USE_BUILDING,895000,10,858,0,0,0,0,,1,,8900,,0,GOOD
18318,8620,APARTMENT,APARTMENT,175000,2,50,0,1,0,1,,0,,,,0,GOOD
18320,3271,HOUSE,HOUSE,90000,3,,0,0,0,0,,0,,595,3,0,
18322,8660,APARTMENT,APARTMENT,445000,3,,0,0,0,0,,0,,,,0,
18324,6230,HOUSE,HOUSE,230000,3,171,1,0,0,1,15,1,665,816,3,0,GOOD
18326,7950,HOUSE,HOUSE,275000,4,264,0,0,0,0,,1,,355,2,0,
18328,6870,HOUSE,HOUSE,60000,5,,0,0,0,1,4,1,,181,2,0,TO_RENOVATE
18330,4400,APARTMENT,PENTHOUSE,270000,3,160,0,0,0,1,,0,,,4,0,
18332,3460,HOUSE,HOUSE,273000,3,170,1,0,0,0,,1,400,585,3,0,GOOD
18334,8020,HOUSE,BUNGALOW,425000,3,151,1,1,0,0,,0,,811,4,0,GOOD
18336,7911,HOUSE,HOUSE,299000,3,250,1,0,0,0,,0,,6404,4,0,
18338,8450,HOUSE,HOUSE,895000,3,265,1,0,0,0,,0,,950,,0,
18340,4671,HOUSE,HOUSE,295000,5,205,0,0,0,1,,1,,305,3,0,
18342,9800,HOUSE,HOUSE,295000,3,,1,0,0,0,,0,,250,,0,AS_NEW
18344,8600,HOUSE,HOUSE,179500,4,,1,0,0,0,,0,,609,4,0,TO_RENOVATE
18346,7712,HOUSE,HOUSE,987000,3,209,1,0,0,1,,1,,6610,4,0,GOOD
18348,7100,HOUSE,MIXED_USE_BUILDING,97000,0,160,0,0,0,0,,0,,80,2,0,TO_RENOVATE
18350,1081,APARTMENT,APARTMENT,279000,3,105,1,0,0,1,6,0,,,2,0,AS_NEW
18352,1420,APARTMENT,APARTMENT,380000,2,110,0,0,0,1,116,1,24,,4,0,
18354,8300,APARTMENT,APARTMENT,985000,2,93,1,0,0,1,,0,,,2,0,AS_NEW
18356,9940,APARTMENT,APARTMENT,329000,3,139,1,0,0,1,8,0,,,2,0,AS_NEW
18358,9000,HOUSE,HOUSE,615000,2,135,1,0,0,1,14,0,,69,2,0,
18360,9300,APARTMENT,APARTMENT,420000,6,236,1,0,0,1,,0,,,3,0,GOOD
18362,7903,HOUSE,HOUSE,640000,4,210,1,0,0,1,,0,,2900,4,1,GOOD
18364,9900,APARTMENT,APARTMENT,167000,1,59,1,0,0,1,6,1,,,4,0,AS_NEW
18366,1020,APARTMENT,APARTMENT,100000,2,,0,0,0,0,,0,,,,0,
18368,8300,HOUSE,VILLA,2160000,5,436,1,0,0,1,,1,587,587,4,0,AS_NEW
18370,1420,APARTMENT,APARTMENT,298500,2,120,1,0,0,1,10,1,5,,4,0,AS_NEW
18372,8800,APARTMENT,APARTMENT,199000,2,74,0,0,0,0,,1,,,2,0,
18374,9120,HOUSE,HOUSE,285000,3,144,0,0,1,0,,1,50,120,2,0,GOOD
18376,1040,HOUSE,HOUSE,1295000,4,430,1,0,0,1,15,1,200,317,2,0,GOOD
18378,8400,APARTMENT,APARTMENT,235000,2,,1,0,0,0,,0,,,,0,GOOD
18380,8430,APARTMENT,APARTMENT,239000,2,83,1,0,0,1,,0,,,,0,GOOD
18382,1030,HOUSE,HOUSE,200000,5,,1,0,0,0,,0,,137,,0,
18384,9200,APARTMENT,PENTHOUSE,169000,1,61,1,0,0,1,,0,,,,0,AS_NEW
18386,7050,APARTMENT,FLAT_STUDIO,125000,0,48,1,0,0,1,4,0,,,,0,
18388,1600,HOUSE,HOUSE,495000,4,167,1,0,0,0,,1,,2860,,0,TO_BE_DONE_UP
18390,1030,APARTMENT,APARTMENT,390000,3,155,1,0,0,0,,0,,,,0,AS_NEW
18392,8380,APARTMENT,APARTMENT,222560,1,80,1,0,0,1,13,0,,,,0,AS_NEW
18394,3512,HOUSE,HOUSE,490000,9,433,0,0,0,1,,0,,6000,4,0,GOOD
18396,1400,APARTMENT,APARTMENT,160000,1,72,1,0,0,1,20,0,,,,0,GOOD
18398,1000,APARTMENT,GROUND_FLOOR,249000,1,78,1,0,0,1,10,1,40,,2,0,
18400,8000,HOUSE,HOUSE,498000,2,190,0,0,0,0,,0,,160,,0,GOOD
18402,8510,HOUSE,HOUSE,259000,4,114,1,0,0,1,,1,,291,,0,AS_NEW
18404,1150,APARTMENT,APARTMENT,410000,3,119,1,0,0,0,,0,,,2,0,GOOD
18406,5060,HOUSE,HOUSE,,4,,0,0,0,0,,0,,0,,0,
18408,2970,HOUSE,VILLA,1500000,4,465,1,0,0,0,,0,,3861,4,0,AS_NEW
18410,1180,APARTMENT,GROUND_FLOOR,286500,1,76,1,0,0,1,19,1,48,,4,0,
18412,1380,HOUSE,HOUSE,1450000,5,380,0,0,0,0,,0,,4131,4,0,AS_NEW
18414,3440,HOUSE,EXCEPTIONAL_PROPERTY,1250000,8,497,1,0,1,0,,1,4000,4000,4,0,AS_NEW
18416,1000,APARTMENT,APARTMENT,1950000,3,211,1,0,0,1,111,0,,,,0,AS_NEW
18418,1160,APARTMENT,PENTHOUSE,998000,2,145,1,0,0,1,82,0,,,3,0,AS_NEW
18420,8770,APARTMENT,APARTMENT,260000,2,100,0,0,0,1,32,0,,,,0,AS_NEW
18422,8000,HOUSE,HOUSE,549000,3,,1,0,0,1,,0,,76,2,0,GOOD
18424,8300,APARTMENT,APARTMENT,695000,2,78,0,0,0,0,,0,,,,0,
18426,2100,APARTMENT,GROUND_FLOOR,225000,3,140,1,0,0,0,,1,28,,1,0,JUST_RENOVATED
18428,8670,APARTMENT,APARTMENT,335000,2,73,1,0,0,0,,0,,,4,0,AS_NEW
18430,1050,APARTMENT,APARTMENT,3297000,3,305,1,0,0,1,166,0,,,,0,AS_NEW
18432,5190,HOUSE,HOUSE,118000,4,,0,0,0,1,,0,,480,2,0,
18434,9420,APARTMENT,DUPLEX,168000,2,120,0,0,0,0,,0,,,3,0,JUST_RENOVATED
18436,9700,APARTMENT,APARTMENT,249000,2,84,1,0,0,1,8,1,,,2,0,AS_NEW
18438,9000,APARTMENT,APARTMENT,359000,2,92,1,0,0,1,11,0,,,4,0,AS_NEW
18440,5600,HOUSE,CHALET,168000,3,149,1,0,0,1,47,1,3350,3599,4,0,
18442,7890,APARTMENT,LOFT,695000,3,390,1,0,0,0,,1,,,4,1,
18444,4950,APARTMENT,DUPLEX,227500,3,115,0,0,0,1,27,0,,,3,0,AS_NEW
18446,1180,HOUSE,VILLA,3900000,5,650,1,0,0,1,,0,,10000,4,0,GOOD
18448,1980,HOUSE,HOUSE,240000,3,,0,0,0,0,,0,,590,4,0,
18450,2400,HOUSE,HOUSE,458000,3,177,1,0,0,1,,0,,746,4,0,AS_NEW
18452,1200,APARTMENT,APARTMENT,345000,2,92,1,0,0,1,,0,,,2,0,AS_NEW
18454,8870,APARTMENT,APARTMENT,1643068,6,,1,0,0,0,,1,,,,0,JUST_RENOVATED
18456,1420,HOUSE,HOUSE,375000,3,131,1,0,0,1,,1,,345,,0,GOOD
18458,6887,HOUSE,HOUSE,99000,2,,0,0,0,0,,0,,600,4,0,TO_RENOVATE
18460,3020,HOUSE,HOUSE,795000,4,298,1,0,0,1,1,1,1,784,4,0,GOOD
18462,8300,HOUSE,VILLA,410000,3,145,0,0,0,0,,1,,499,,0,TO_BE_DONE_UP
18464,1060,HOUSE,HOUSE,750000,6,210,0,0,0,0,,1,25,92,2,0,GOOD
18466,9000,APARTMENT,APARTMENT,314900,3,92,0,0,0,1,13,0,,,2,0,GOOD
18468,1030,HOUSE,MANSION,990000,4,360,1,0,1,1,,0,,171,2,0,AS_NEW
18470,3200,HOUSE,HOUSE,180000,2,,1,0,0,1,,0,,716,4,0,
18472,1080,HOUSE,HOUSE,499000,4,217,1,0,0,1,,1,520,620,3,0,
18474,9472,HOUSE,HOUSE,409000,4,349,1,0,0,1,,1,350,550,3,0,GOOD
18476,5190,HOUSE,VILLA,520000,4,348,1,0,1,1,40,1,,800,4,1,GOOD
18478,6030,HOUSE,HOUSE,90000,2,,0,0,0,0,,0,,124,3,0,AS_NEW
18480,7380,APARTMENT,APARTMENT,205000,2,114,1,0,0,0,,0,,,2,0,JUST_RENOVATED
18482,9150,HOUSE,HOUSE,209000,4,,1,0,0,0,,0,,156,2,0,TO_BE_DONE_UP
18484,9000,APARTMENT,GROUND_FLOOR,390500,2,114,0,0,0,1,10,0,,,,0,AS_NEW
18486,9052,HOUSE,HOUSE,269000,3,150,0,0,0,0,,0,,280,,0,TO_RENOVATE
18488,9300,HOUSE,HOUSE,349000,4,190,0,0,0,0,,0,,0,,0,
18490,8470,HOUSE,HOUSE,279000,3,210,1,0,0,0,,0,,322,1,0,JUST_RENOVATED
18492,8300,APARTMENT,DUPLEX,1099000,3,145,1,0,0,1,,0,,,,0,AS_NEW
18494,8300,APARTMENT,GROUND_FLOOR,645000,2,108,1,0,0,1,18,1,132,,,0,
18496,8370,HOUSE,HOUSE,399000,5,,1,0,0,0,,1,46,198,2,0,GOOD
18498,8300,APARTMENT,GROUND_FLOOR,595000,3,120,1,0,0,1,10,0,,,2,0,AS_NEW
18500,5590,HOUSE,HOUSE,165000,3,85,1,0,0,0,,0,,268,3,0,TO_RENOVATE
18502,4400,APARTMENT,PENTHOUSE,270000,3,160,0,0,0,1,,0,,,4,0,
18504,1300,APARTMENT,GROUND_FLOOR,265000,2,100,0,0,0,0,,1,277,,2,0,TO_BE_DONE_UP
18506,5032,HOUSE,VILLA,379000,4,,0,0,0,1,,0,,348,4,0,
18508,8600,APARTMENT,APARTMENT,229500,2,91,1,0,0,0,,0,,,,0,JUST_RENOVATED
18510,8300,HOUSE,VILLA,5500000,7,580,0,0,0,1,,0,,1622,4,1,AS_NEW
18512,7880,HOUSE,HOUSE,155000,3,155,1,0,0,0,,0,,320,3,0,TO_RENOVATE
18514,7850,APARTMENT,APARTMENT,177000,2,86,1,0,0,1,7,0,,,3,0,AS_NEW
18516,9000,HOUSE,HOUSE,350000,5,,1,0,0,0,,0,,225,,0,
18518,9420,APARTMENT,APARTMENT,283500,3,128,0,0,0,1,,0,,,3,0,AS_NEW
18520,1050,APARTMENT,APARTMENT,850000,2,136,1,0,0,1,20,1,,,4,0,
18522,8930,HOUSE,HOUSE,99000,4,,0,0,0,0,,1,,150,,0,TO_RENOVATE
18524,7130,APARTMENT,APARTMENT,105000,1,,0,0,0,0,,0,,,2,0,TO_BE_DONE_UP
18526,6767,HOUSE,HOUSE,895000,10,858,0,0,0,0,,1,,8900,,0,GOOD
18528,8430,APARTMENT,APARTMENT,379000,2,144,1,0,0,1,,0,,,,0,AS_NEW
18530,9991,HOUSE,VILLA,650000,4,328,1,0,1,0,,0,,1195,4,0,AS_NEW
18532,8790,HOUSE,HOUSE,239500,3,136,1,0,0,1,,0,,136,2,0,JUST_RENOVATED
18534,1820,HOUSE,VILLA,275000,5,,0,0,0,0,,0,,1147,4,0,
18536,8380,APARTMENT,APARTMENT,219000,2,75,0,0,0,0,,0,,,,0,AS_NEW
18538,8300,APARTMENT,APARTMENT,575000,2,96,1,0,0,0,,0,,,2,0,
18540,2000,HOUSE,HOUSE,1000000,6,273,1,0,0,0,,0,,0,2,0,JUST_RENOVATED
18542,9200,APARTMENT,APARTMENT,199000,2,98,0,0,0,1,,0,,,,0,JUST_RENOVATED
18544,8000,APARTMENT,GROUND_FLOOR,330000,2,85,1,0,0,1,10,1,159,,,0,AS_NEW
18546,1180,HOUSE,EXCEPTIONAL_PROPERTY,2200000,6,,0,0,0,0,,0,,1300,4,0,TO_BE_DONE_UP
18548,2280,HOUSE,HOUSE,325000,3,148,1,0,0,0,,0,,300,4,0,AS_NEW
18550,4051,HOUSE,TOWN_HOUSE,289000,2,124,1,0,0,1,12,0,,1524,4,0,GOOD
18552,2660,APARTMENT,APARTMENT,190000,2,83,1,0,0,1,9,1,20,,2,0,AS_NEW
18554,1310,HOUSE,VILLA,650000,3,200,0,0,0,1,,0,,1000,4,0,JUST_RENOVATED
18556,1070,APARTMENT,APARTMENT,175000,1,59,0,0,0,1,6,0,,,,0,
18558,9850,HOUSE,HOUSE,895000,4,928,1,0,0,0,,1,1250,2100,,1,
18560,9300,APARTMENT,GROUND_FLOOR,230000,1,73,1,0,0,0,,0,,,,0,AS_NEW
18562,1420,APARTMENT,APARTMENT,380000,3,108,0,0,0,1,114,1,116,,4,0,
18564,2860,HOUSE,HOUSE,200000,3,,0,0,0,0,,0,,685,3,0,
18566,9300,APARTMENT,GROUND_FLOOR,299000,2,94,0,0,0,1,12,0,,,2,1,TO_RESTORE
18568,4257,HOUSE,BUNGALOW,350000,2,120,1,0,0,1,,1,600,990,4,0,AS_NEW
18570,8000,HOUSE,HOUSE,498000,0,190,0,0,0,0,,0,,160,,0,GOOD
18572,2660,APARTMENT,APARTMENT,149000,1,65,1,0,0,1,12,0,,,2,0,GOOD
18574,2300,HOUSE,HOUSE,99000,2,,1,0,0,0,,0,,120,3,0,
18576,8300,APARTMENT,APARTMENT,699000,2,85,0,0,0,0,,0,,,,0,AS_NEW
18578,5100,APARTMENT,APARTMENT,295000,2,112,1,0,0,0,,0,,,,0,AS_NEW
18580,9940,HOUSE,HOUSE,135000,2,150,1,0,0,0,,0,,352,3,0,TO_RENOVATE
18582,9300,APARTMENT,SERVICE_FLAT,263600,2,88,0,0,0,1,14,1,,,,0,
18584,1083,APARTMENT,APARTMENT,450000,4,200,1,0,0,1,25,0,,,2,0,JUST_RENOVATED
18586,9000,APARTMENT,APARTMENT,365000,2,88,1,0,0,1,15,0,,,4,0,AS_NEW
18588,4020,APARTMENT,APARTMENT,222727,2,84,0,0,0,1,12,0,,,,0,AS_NEW
18590,7301,HOUSE,HOUSE,119500,2,108,1,0,0,1,,0,,0,2,0,GOOD
18592,3130,HOUSE,COUNTRY_COTTAGE,495000,9,492,0,0,1,0,,0,,1223,4,0,GOOD
18594,1180,APARTMENT,PENTHOUSE,1450000,3,198,1,0,0,1,134,0,,,4,0,AS_NEW
18596,7700,HOUSE,APARTMENT_BLOCK,298000,5,180,0,0,0,0,,0,,175,,0,
18598,9000,HOUSE,HOUSE,293000,3,,1,0,0,1,12,1,,0,,0,JUST_RENOVATED
18600,6230,APARTMENT,DUPLEX,129000,3,88,1,0,0,0,,0,,,2,0,TO_BE_DONE_UP
18602,9900,APARTMENT,APARTMENT,167000,1,59,1,0,0,1,6,1,,,4,0,AS_NEW
18604,3370,HOUSE,HOUSE,1590000,4,783,0,0,0,1,,0,,552,,0,
18606,1040,APARTMENT,PENTHOUSE,395000,2,108,1,0,0,1,12,0,,,3,0,GOOD
18608,3550,HOUSE,HOUSE,460000,4,272,0,0,0,0,,0,,1120,,0,
18610,1050,APARTMENT,APARTMENT,3324000,3,308,1,0,0,1,161,0,,,,0,AS_NEW
18612,7100,APARTMENT,APARTMENT,160000,2,86,1,0,0,0,,0,,,2,0,GOOD
18614,1640,APARTMENT,APARTMENT,699500,3,152,1,0,0,1,59,0,,,4,0,
18616,1000,APARTMENT,APARTMENT,1750000,3,344,1,0,0,1,32,1,450,,3,0,AS_NEW
18618,6687,HOUSE,OTHER_PROPERTY,35000,8,,0,0,0,0,,0,,2319,4,0,TO_RESTORE
18620,1000,APARTMENT,APARTMENT,345000,2,65,1,1,0,1,7,0,,,3,0,AS_NEW
18622,2590,APARTMENT,APARTMENT,200000,1,70,1,0,0,1,14,0,,,,0,
18624,8380,HOUSE,COUNTRY_COTTAGE,1250000,7,530,1,1,0,1,,1,,10534,,0,AS_NEW
18626,2500,APARTMENT,APARTMENT,249000,2,80,1,0,0,1,7,0,,,,0,JUST_RENOVATED
18628,7712,HOUSE,HOUSE,1495000,8,430,1,0,0,1,,0,,4275,4,0,AS_NEW
18630,8434,APARTMENT,APARTMENT,239000,1,82,1,0,0,1,,0,,,2,0,
18632,9000,APARTMENT,APARTMENT,316900,3,92,0,0,0,1,11,0,,,2,0,GOOD
18634,3680,HOUSE,HOUSE,490000,5,236,1,0,0,1,,0,,2790,3,1,AS_NEW
18636,9400,HOUSE,HOUSE,264500,3,138,0,0,0,1,24,1,,447,3,0,
18638,9032,APARTMENT,APARTMENT,372897,2,99,0,1,0,1,31,0,,,3,0,
18640,2100,APARTMENT,GROUND_FLOOR,250000,2,76,1,0,0,0,,1,130,,2,0,JUST_RENOVATED
18642,6200,HOUSE,MIXED_USE_BUILDING,80000,7,,0,0,0,0,,0,,90,,0,
18644,6887,HOUSE,HOUSE,121000,3,,1,0,0,0,,0,,170,4,0,TO_RENOVATE
18646,9700,HOUSE,HOUSE,549000,4,339,1,1,0,1,,1,,352,2,0,TO_BE_DONE_UP
18648,9620,HOUSE,HOUSE,168000,3,165,0,0,0,1,,0,,292,2,0,TO_RENOVATE
18650,4560,APARTMENT,DUPLEX,230000,3,156,0,0,0,1,12,0,,,2,0,AS_NEW
18652,5070,HOUSE,HOUSE,419000,4,,0,0,0,1,,0,,3730,4,0,
18654,3061,HOUSE,HOUSE,240000,2,,0,0,0,0,,0,,2022,4,0,
18656,1470,HOUSE,VILLA,375000,4,145,1,0,0,1,,1,,675,,0,GOOD
18658,7540,HOUSE,HOUSE,350000,3,,0,0,0,0,,0,,1702,,0,
18660,9190,HOUSE,HOUSE,92500,1,,0,0,0,0,,0,,370,3,0,TO_RENOVATE
18662,1420,APARTMENT,APARTMENT,346725,2,106,1,0,0,1,17,0,,,,0,AS_NEW
18664,7900,HOUSE,HOUSE,180000,4,177,1,0,0,0,,0,,540,3,0,GOOD
18666,8000,HOUSE,HOUSE,995000,7,364,1,0,0,0,,1,175,470,,0,GOOD
18668,8000,HOUSE,HOUSE,235000,2,,1,0,0,1,6,1,6,0,2,0,GOOD
18670,1490,HOUSE,HOUSE,170000,3,110,1,0,0,0,,1,261,466,3,0,TO_RENOVATE
18672,8750,HOUSE,HOUSE,313000,3,123,1,0,0,0,,0,,450,3,0,GOOD
18674,8500,APARTMENT,APARTMENT,730000,3,169,0,0,0,0,,0,,,,0,
18676,8380,HOUSE,VILLA,3950000,5,325,1,0,0,1,,1,,420,4,0,AS_NEW
18678,4540,APARTMENT,APARTMENT,178500,2,85,1,0,0,1,6,0,,,,0,
18680,9000,APARTMENT,GROUND_FLOOR,399000,2,100,0,0,0,1,46,0,,,,0,AS_NEW
18682,5100,APARTMENT,APARTMENT,215000,2,78,1,0,0,0,,0,,,,0,GOOD
18684,8870,APARTMENT,APARTMENT,212500,2,74,0,0,0,1,,1,,,,0,AS_NEW
18686,9300,HOUSE,HOUSE,274000,2,120,1,0,0,1,9,0,,0,2,0,AS_NEW
18688,5032,HOUSE,HOUSE,379000,4,,0,0,0,1,,0,,348,4,0,
18690,8670,APARTMENT,APARTMENT,105000,1,,1,0,0,0,,0,,,,0,
18692,1000,HOUSE,HOUSE,830000,4,236,1,0,0,1,10,1,53,124,2,0,GOOD
18694,9690,APARTMENT,APARTMENT,230000,2,98,1,0,0,1,11,0,,,4,0,
18696,2547,HOUSE,HOUSE,400000,3,160,1,0,0,1,,0,,623,4,0,
18698,1070,HOUSE,APARTMENT_BLOCK,449000,0,152,0,0,0,0,,0,,215,2,0,TO_RESTORE
18700,9600,HOUSE,HOUSE,95000,2,130,1,0,0,1,,0,,140,2,0,TO_RENOVATE
18702,8790,APARTMENT,APARTMENT,301300,2,110,1,0,0,1,24,1,,,2,0,GOOD
18704,8420,APARTMENT,APARTMENT,809000,2,115,1,0,0,1,,0,,,,1,AS_NEW
18706,8800,APARTMENT,APARTMENT,200000,2,102,0,0,0,0,,0,,,,0,AS_NEW
18708,4602,HOUSE,HOUSE,165000,3,170,1,0,0,1,60,1,700,1005,3,0,TO_BE_DONE_UP
18710,1050,APARTMENT,APARTMENT,597000,2,115,0,0,0,0,,0,,,2,0,AS_NEW
18712,3670,APARTMENT,APARTMENT,168524,1,62,0,0,0,1,,0,,,,0,
